forest	primate	genus	interact	plant
am_fo	Saguinus_fuscicollis	Chrysophyllum	Saguinus_fuscicollis-Chrysophyllum	Chrysophyllum_argenteum
am_fo	Saguinus_fuscicollis	Ecclinusa	Saguinus_fuscicollis-Ecclinusa	Ecclinusa_lanceolata
am_fo	Saguinus_fuscicollis	Manilkara	Saguinus_fuscicollis-Manilkara	Manilkara_bidentata
am_fo	Saguinus_fuscicollis	Micropholis	Saguinus_fuscicollis-Micropholis	Micropholis_brochidodroma
am_fo	Saguinus_fuscicollis	Micropholis	Saguinus_fuscicollis-Micropholis	Micropholis_cylindrocarpa
am_fo	Saguinus_fuscicollis	Micropholis	Saguinus_fuscicollis-Micropholis	Micropholis_egensis
am_fo	Saguinus_fuscicollis	Micropholis	Saguinus_fuscicollis-Micropholis	Micropholis_venulosa
am_fo	Saguinus_fuscicollis	Simaba	Saguinus_fuscicollis-Simaba	Simaba_orinocensis
am_fo	Saguinus_fuscicollis	Discophora	Saguinus_fuscicollis-Discophora	Discophora_guianensis
am_fo	Saguinus_fuscicollis	Cecropia	Saguinus_fuscicollis-Cecropia	Cecropia_sciadophylla
am_fo	Saguinus_fuscicollis	Pourouma	Saguinus_fuscicollis-Pourouma	Pourouma_acuminata
am_fo	Saguinus_fuscicollis	Pourouma	Saguinus_fuscicollis-Pourouma	Pourouma_bicolor
am_fo	Saguinus_fuscicollis	Pourouma	Saguinus_fuscicollis-Pourouma	Pourouma_cecropiifolia
am_fo	Saguinus_fuscicollis	Pourouma	Saguinus_fuscicollis-Pourouma	Pourouma_cucura
am_fo	Saguinus_fuscicollis	Pourouma	Saguinus_fuscicollis-Pourouma	Pourouma_guianensis
am_fo	Saguinus_fuscicollis	Pourouma	Saguinus_fuscicollis-Pourouma	Pourouma_mollis
am_fo	Saguinus_fuscicollis	Pourouma	Saguinus_fuscicollis-Pourouma	Pourouma_phaeotricha
am_fo	Saguinus_fuscicollis	Pourouma	Saguinus_fuscicollis-Pourouma	Pourouma_tomentosa
am_fo	Saguinus_fuscicollis	Leonia	Saguinus_fuscicollis-Leonia	Leonia_crassa
am_fo	Saguinus_fuscicollis	Leonia	Saguinus_fuscicollis-Leonia	Leonia_cymosa
am_fo	Saguinus_fuscicollis	Leonia	Saguinus_fuscicollis-Leonia	Leonia_glycycarpa
am_fo	Saguinus_fuscicollis	Cissus	Saguinus_fuscicollis-Cissus	Cissus_biformifolia
am_fo	Saguinus_fuscicollis	Cissus	Saguinus_fuscicollis-Cissus	Cissus_verticillata
me_fo	Saguinus_geoffroyi	Annona	Saguinus_geoffroyi-Annona	Annona_acuminata
me_fo	Saguinus_geoffroyi	Inga	Saguinus_geoffroyi-Inga	Inga_oerstediana
am_fo	Saguinus_midas	Tetragastris	Saguinus_midas-Tetragastris	Tetragastris_altissima
am_fo	Saguinus_midas	Inga	Saguinus_midas-Inga	Inga_alba
am_fo	Saguinus_mystax	Mendoncia	Saguinus_mystax-Mendoncia	Mendoncia_klugii
am_fo	Saguinus_mystax	Mendoncia	Saguinus_mystax-Mendoncia	Mendoncia_sprucei
am_fo	Saguinus_mystax	Tapirira	Saguinus_mystax-Tapirira	Tapirira_guianensis
am_fo	Saguinus_mystax	Tapirira	Saguinus_mystax-Tapirira	Tapirira_obtusa
am_fo	Saguinus_mystax	Tapirira	Saguinus_mystax-Tapirira	Tapirira_retusa
am_fo	Saguinus_mystax	Annona	Saguinus_mystax-Annona	Annona_duckei
am_fo	Saguinus_mystax	Annona	Saguinus_mystax-Annona	Annona_edulis
am_fo	Saguinus_mystax	Froesiodendron	Saguinus_mystax-Froesiodendron	Froesiodendron_amazonicum
am_fo	Saguinus_mystax	Guatteria	Saguinus_mystax-Guatteria	Guatteria_decurrens
am_fo	Saguinus_mystax	Guatteria	Saguinus_mystax-Guatteria	Guatteria_guianensis
am_fo	Saguinus_mystax	Guatteria	Saguinus_mystax-Guatteria	Guatteria_megalophylla
am_fo	Saguinus_mystax	Polyalthia	Saguinus_mystax-Polyalthia	Polyalthia_motleyana
am_fo	Saguinus_mystax	Unonopsis	Saguinus_mystax-Unonopsis	Unonopsis_stipitata
am_fo	Saguinus_mystax	Couma	Saguinus_mystax-Couma	Couma_macrocarpa
am_fo	Saguinus_mystax	Lacmellea	Saguinus_mystax-Lacmellea	Lacmellea_peruviana
am_fo	Saguinus_mystax	Heteropsis	Saguinus_mystax-Heteropsis	Heteropsis_oblongifolia
am_fo	Saguinus_mystax	Heteropsis	Saguinus_mystax-Heteropsis	Heteropsis_spruceana
am_fo	Saguinus_mystax	Bactris	Saguinus_mystax-Bactris	Bactris_maraja
am_fo	Saguinus_mystax	Cordia	Saguinus_mystax-Cordia	Cordia_nodosa
am_fo	Saguinus_mystax	Cordia	Saguinus_mystax-Cordia	Cordia_trachyphylla
am_fo	Saguinus_mystax	Cordia	Saguinus_mystax-Cordia	Cordia_ucayaliensis
am_fo	Saguinus_mystax	Protium	Saguinus_mystax-Protium	Protium_hebetatum
am_fo	Saguinus_mystax	Dendrobangia	Saguinus_mystax-Dendrobangia	Dendrobangia_boliviana
am_fo	Saguinus_mystax	Cheiloclinium	Saguinus_mystax-Cheiloclinium	Cheiloclinium_hippocrateoides
am_fo	Saguinus_mystax	Salacia	Saguinus_mystax-Salacia	Salacia_alwynii
am_fo	Saguinus_mystax	Salacia	Saguinus_mystax-Salacia	Salacia_caloneura
am_fo	Saguinus_mystax	Salacia	Saguinus_mystax-Salacia	Salacia_impressifolia
am_fo	Saguinus_mystax	Couepia	Saguinus_mystax-Couepia	Couepia_paraensis
am_fo	Saguinus_mystax	Licania	Saguinus_mystax-Licania	Licania_micrantha
am_fo	Saguinus_mystax	Garcinia	Saguinus_mystax-Garcinia	Garcinia_macrophylla
am_fo	Saguinus_mystax	Garcinia	Saguinus_mystax-Garcinia	Garcinia_ovalifolia
am_fo	Saguinus_mystax	Buchenavia	Saguinus_mystax-Buchenavia	Buchenavia_grandis
am_fo	Saguinus_mystax	Buchenavia	Saguinus_mystax-Buchenavia	Buchenavia_parvifolia
am_fo	Saguinus_mystax	Buchenavia	Saguinus_mystax-Buchenavia	Buchenavia_viridiflora
am_fo	Saguinus_mystax	Dicranostyles	Saguinus_mystax-Dicranostyles	Dicranostyles_scandens
am_fo	Saguinus_mystax	Maripa	Saguinus_mystax-Maripa	Maripa_peruviana
am_fo	Saguinus_mystax	Asplundia	Saguinus_mystax-Asplundia	Asplundia_peruviana
am_fo	Saguinus_mystax	Cyclanthus	Saguinus_mystax-Cyclanthus	Cyclanthus_bipartitus
am_fo	Saguinus_mystax	Tapura	Saguinus_mystax-Tapura	Tapura_amazonica
am_fo	Saguinus_mystax	Tapura	Saguinus_mystax-Tapura	Tapura_coriacea
am_fo	Saguinus_mystax	Pinzona	Saguinus_mystax-Pinzona	Pinzona_coriacea
am_fo	Saguinus_mystax	Bauhinia	Saguinus_mystax-Bauhinia	Bauhinia_smilacina
am_fo	Saguinus_mystax	Inga	Saguinus_mystax-Inga	Inga_acrocephala
am_fo	Saguinus_mystax	Inga	Saguinus_mystax-Inga	Inga_alba
am_fo	Saguinus_mystax	Inga	Saguinus_mystax-Inga	Inga_aria
am_fo	Saguinus_mystax	Inga	Saguinus_mystax-Inga	Inga_auristellae
am_fo	Saguinus_mystax	Inga	Saguinus_mystax-Inga	Inga_brachystachys
am_fo	Saguinus_mystax	Inga	Saguinus_mystax-Inga	Inga_cordatoalata
am_fo	Saguinus_mystax	Inga	Saguinus_mystax-Inga	Inga_densiflora
am_fo	Saguinus_mystax	Inga	Saguinus_mystax-Inga	Inga_gracilifolia
am_fo	Saguinus_mystax	Inga	Saguinus_mystax-Inga	Inga_gracilior
am_fo	Saguinus_mystax	Inga	Saguinus_mystax-Inga	Inga_lopadadenia
am_fo	Saguinus_mystax	Inga	Saguinus_mystax-Inga	Inga_loretana
am_fo	Saguinus_mystax	Inga	Saguinus_mystax-Inga	Inga_megaphylla
am_fo	Saguinus_mystax	Inga	Saguinus_mystax-Inga	Inga_nobilis
am_fo	Saguinus_mystax	Inga	Saguinus_mystax-Inga	Inga_oerstediana
am_fo	Saguinus_mystax	Inga	Saguinus_mystax-Inga	Inga_pruriens
am_fo	Saguinus_mystax	Inga	Saguinus_mystax-Inga	Inga_ruiziana
am_fo	Saguinus_mystax	Inga	Saguinus_mystax-Inga	Inga_semialata
am_fo	Saguinus_mystax	Inga	Saguinus_mystax-Inga	Inga_sertulifera
am_fo	Saguinus_mystax	Inga	Saguinus_mystax-Inga	Inga_striolata
am_fo	Saguinus_mystax	Inga	Saguinus_mystax-Inga	Inga_thibaudiana
am_fo	Saguinus_mystax	Parkia	Saguinus_mystax-Parkia	Parkia_igneiflora
am_fo	Saguinus_mystax	Parkia	Saguinus_mystax-Parkia	Parkia_multijuga
am_fo	Saguinus_mystax	Parkia	Saguinus_mystax-Parkia	Parkia_nitida
am_fo	Saguinus_mystax	Parkia	Saguinus_mystax-Parkia	Parkia_panurensis
am_fo	Saguinus_mystax	Goupia	Saguinus_mystax-Goupia	Goupia_glabra
am_fo	Saguinus_mystax	Ocotea	Saguinus_mystax-Ocotea	Ocotea_amazonica
am_fo	Saguinus_mystax	Roucheria	Saguinus_mystax-Roucheria	Roucheria_columbiana
am_fo	Saguinus_mystax	Roucheria	Saguinus_mystax-Roucheria	Roucheria_schomburgkii
am_fo	Saguinus_mystax	Strychnos	Saguinus_mystax-Strychnos	Strychnos_guianensis
am_fo	Saguinus_mystax	Strychnos	Saguinus_mystax-Strychnos	Strychnos_jobertiana
am_fo	Saguinus_mystax	Strychnos	Saguinus_mystax-Strychnos	Strychnos_panurensis
am_fo	Saguinus_mystax	Strychnos	Saguinus_mystax-Strychnos	Strychnos_rondeletioides
am_fo	Saguinus_mystax	Byrsonima	Saguinus_mystax-Byrsonima	Byrsonima_poeppigiana
am_fo	Saguinus_mystax	Matisia	Saguinus_mystax-Matisia	Matisia_bracteolosa
am_fo	Saguinus_mystax	Theobroma	Saguinus_mystax-Theobroma	Theobroma_obovatum
am_fo	Saguinus_mystax	Marcgravia	Saguinus_mystax-Marcgravia	Marcgravia_longifolia
am_fo	Saguinus_mystax	Souroubea	Saguinus_mystax-Souroubea	Souroubea_crassipetala
am_fo	Saguinus_mystax	Bellucia	Saguinus_mystax-Bellucia	Bellucia_pentamera
am_fo	Saguinus_mystax	Miconia	Saguinus_mystax-Miconia	Miconia_lourteigiana
am_fo	Saguinus_mystax	Tococa	Saguinus_mystax-Tococa	Tococa_guianensis
am_fo	Saguinus_mystax	Abuta	Saguinus_mystax-Abuta	Abuta_fluminum
am_fo	Saguinus_mystax	Abuta	Saguinus_mystax-Abuta	Abuta_grandifolia
am_fo	Saguinus_mystax	Abuta	Saguinus_mystax-Abuta	Abuta_obovata
am_fo	Saguinus_mystax	Abuta	Saguinus_mystax-Abuta	Abuta_pahnii
am_fo	Saguinus_mystax	Abuta	Saguinus_mystax-Abuta	Abuta_rufescens
am_fo	Saguinus_mystax	Anomospermum	Saguinus_mystax-Anomospermum	Anomospermum_grandifolium
am_fo	Saguinus_mystax	Anomospermum	Saguinus_mystax-Anomospermum	Anomospermum_solimoesanum
am_fo	Saguinus_mystax	Borismene	Saguinus_mystax-Borismene	Borismene_japurensis
am_fo	Saguinus_mystax	Odontocarya	Saguinus_mystax-Odontocarya	Odontocarya_ulei
am_fo	Saguinus_mystax	Sciadotenia	Saguinus_mystax-Sciadotenia	Sciadotenia_mathiasiana
am_fo	Saguinus_mystax	Telitoxicum	Saguinus_mystax-Telitoxicum	Telitoxicum_minutiflorum
am_fo	Saguinus_mystax	Clarisia	Saguinus_mystax-Clarisia	Clarisia_racemosa
am_fo	Saguinus_mystax	Ficus	Saguinus_mystax-Ficus	Ficus_americana
am_fo	Saguinus_mystax	Ficus	Saguinus_mystax-Ficus	Ficus_insipida
am_fo	Saguinus_mystax	Ficus	Saguinus_mystax-Ficus	Ficus_krukovii
am_fo	Saguinus_mystax	Ficus	Saguinus_mystax-Ficus	Ficus_mathewsii
am_fo	Saguinus_mystax	Ficus	Saguinus_mystax-Ficus	Ficus_pertusa
am_fo	Saguinus_mystax	Helicostylis	Saguinus_mystax-Helicostylis	Helicostylis_scabra
am_fo	Saguinus_mystax	Maclura	Saguinus_mystax-Maclura	Maclura_tinctoria
am_fo	Saguinus_mystax	Naucleopsis	Saguinus_mystax-Naucleopsis	Naucleopsis_imitans
am_fo	Saguinus_mystax	Naucleopsis	Saguinus_mystax-Naucleopsis	Naucleopsis_oblongifolia
am_fo	Saguinus_mystax	Naucleopsis	Saguinus_mystax-Naucleopsis	Naucleopsis_ulei
am_fo	Saguinus_mystax	Sorocea	Saguinus_mystax-Sorocea	Sorocea_pubivena
am_fo	Saguinus_mystax	Virola	Saguinus_mystax-Virola	Virola_obovata
am_fo	Saguinus_mystax	Myrcia	Saguinus_mystax-Myrcia	Myrcia_paivae
am_fo	Saguinus_mystax	Neea	Saguinus_mystax-Neea	Neea_floribunda
am_fo	Saguinus_mystax	Neea	Saguinus_mystax-Neea	Neea_virens
am_fo	Saguinus_mystax	Moutabea	Saguinus_mystax-Moutabea	Moutabea_aculeata
am_fo	Saguinus_mystax	Coccoloba	Saguinus_mystax-Coccoloba	Coccoloba_densifrons
am_fo	Saguinus_mystax	Duroia	Saguinus_mystax-Duroia	Duroia_hirsuta
am_fo	Saguinus_mystax	Duroia	Saguinus_mystax-Duroia	Duroia_saccifera
am_fo	Saguinus_mystax	Pagamea	Saguinus_mystax-Pagamea	Pagamea_coriacea
am_fo	Saguinus_mystax	Casearia	Saguinus_mystax-Casearia	Casearia_pitumba
am_fo	Saguinus_mystax	Paullinia	Saguinus_mystax-Paullinia	Paullinia_clathrata
am_fo	Saguinus_mystax	Talisia	Saguinus_mystax-Talisia	Talisia_macrophylla
am_fo	Saguinus_mystax	Talisia	Saguinus_mystax-Talisia	Talisia_nervosa
am_fo	Saguinus_mystax	Chrysophyllum	Saguinus_mystax-Chrysophyllum	Chrysophyllum_argenteum
am_fo	Saguinus_mystax	Chrysophyllum	Saguinus_mystax-Chrysophyllum	Chrysophyllum_manaosense
am_fo	Saguinus_mystax	Ecclinusa	Saguinus_mystax-Ecclinusa	Ecclinusa_lanceolata
am_fo	Saguinus_mystax	Manilkara	Saguinus_mystax-Manilkara	Manilkara_bidentata
am_fo	Saguinus_mystax	Micropholis	Saguinus_mystax-Micropholis	Micropholis_brochidodroma
am_fo	Saguinus_mystax	Micropholis	Saguinus_mystax-Micropholis	Micropholis_cylindrocarpa
am_fo	Saguinus_mystax	Micropholis	Saguinus_mystax-Micropholis	Micropholis_egensis
am_fo	Saguinus_mystax	Micropholis	Saguinus_mystax-Micropholis	Micropholis_venulosa
am_fo	Saguinus_mystax	Simaba	Saguinus_mystax-Simaba	Simaba_orinocensis
am_fo	Saguinus_mystax	Discophora	Saguinus_mystax-Discophora	Discophora_guianensis
am_fo	Saguinus_mystax	Cecropia	Saguinus_mystax-Cecropia	Cecropia_sciadophylla
am_fo	Saguinus_mystax	Pourouma	Saguinus_mystax-Pourouma	Pourouma_acuminata
am_fo	Saguinus_mystax	Pourouma	Saguinus_mystax-Pourouma	Pourouma_bicolor
am_fo	Saguinus_mystax	Pourouma	Saguinus_mystax-Pourouma	Pourouma_cecropiifolia
am_fo	Saguinus_mystax	Pourouma	Saguinus_mystax-Pourouma	Pourouma_cucura
am_fo	Saguinus_mystax	Pourouma	Saguinus_mystax-Pourouma	Pourouma_guianensis
am_fo	Saguinus_mystax	Pourouma	Saguinus_mystax-Pourouma	Pourouma_mollis
am_fo	Saguinus_mystax	Pourouma	Saguinus_mystax-Pourouma	Pourouma_phaeotricha
am_fo	Saguinus_mystax	Pourouma	Saguinus_mystax-Pourouma	Pourouma_tomentosa
am_fo	Saguinus_mystax	Leonia	Saguinus_mystax-Leonia	Leonia_crassa
am_fo	Saguinus_mystax	Leonia	Saguinus_mystax-Leonia	Leonia_cymosa
am_fo	Saguinus_mystax	Leonia	Saguinus_mystax-Leonia	Leonia_glycycarpa
am_fo	Saguinus_mystax	Cissus	Saguinus_mystax-Cissus	Cissus_biformifolia
am_fo	Saguinus_mystax	Cissus	Saguinus_mystax-Cissus	Cissus_verticillata
am_fo	Sapajus_apella	Ziziphus	Sapajus_apella-Ziziphus	Ziziphus_cinnamomum
am_fo	Sapajus_apella	Manilkara	Sapajus_apella-Manilkara	Manilkara_bidentata
at_fo	Sapajus_flavius	Miconia	Sapajus_flavius-Miconia	Miconia_cinnamomifolia
at_fo	Sapajus_libidinosus	Xylopia	Sapajus_libidinosus-Xylopia	Xylopia_aromatica
at_fo	Sapajus_libidinosus	Bromelia	Sapajus_libidinosus-Bromelia	Bromelia_karatas
at_fo	Sapajus_libidinosus	Copaifera	Sapajus_libidinosus-Copaifera	Copaifera_langsdorfii
at_fo	Sapajus_libidinosus	Guazuma	Sapajus_libidinosus-Guazuma	Guazuma_ulmifolia
at_fo	Sapajus_libidinosus	Brosimum	Sapajus_libidinosus-Brosimum	Brosimum_alicastrum
at_fo	Sapajus_libidinosus	Ficus	Sapajus_libidinosus-Ficus	Ficus_gomelleira
at_fo	Sapajus_libidinosus	Ficus	Sapajus_libidinosus-Ficus	Ficus_insipida
at_fo	Sapajus_libidinosus	Psidium	Sapajus_libidinosus-Psidium	Psidium_guajava
at_fo	Sapajus_libidinosus	Ziziphus	Sapajus_libidinosus-Ziziphus	Ziziphus_joazeiro
at_fo	Sapajus_libidinosus	Casearia	Sapajus_libidinosus-Casearia	Casearia_gossypiosperma
at_fo	Sapajus_libidinosus	Casearia	Sapajus_libidinosus-Casearia	Casearia_obliqua
at_fo	Sapajus_libidinosus	Prockia	Sapajus_libidinosus-Prockia	Prockia_crucis
at_fo	Sapajus_libidinosus	Cecropia	Sapajus_libidinosus-Cecropia	Cecropia_hololeuca
at_fo	Sapajus_libidinosus	Cecropia	Sapajus_libidinosus-Cecropia	Cecropia_pachystachya
at_fo	Sapajus_libidinosus	Urera	Sapajus_libidinosus-Urera	Urera_baccifera
at_fo	Sapajus_nigritus	Mendoncia	Sapajus_nigritus-Mendoncia	Mendoncia_velloziana
at_fo	Sapajus_nigritus	Annona	Sapajus_nigritus-Annona	Annona_neosericea
at_fo	Sapajus_nigritus	Rollinia	Sapajus_nigritus-Rollinia	Rollinia_sericea
at_fo	Sapajus_nigritus	Anthurium	Sapajus_nigritus-Anthurium	Anthurium_crassinervium
at_fo	Sapajus_nigritus	Anthurium	Sapajus_nigritus-Anthurium	Anthurium_harrisii
at_fo	Sapajus_nigritus	Heteropsis	Sapajus_nigritus-Heteropsis	Heteropsis_oblongifolia
at_fo	Sapajus_nigritus	Monstera	Sapajus_nigritus-Monstera	Monstera_adansonii
at_fo	Sapajus_nigritus	Philodendron	Sapajus_nigritus-Philodendron	Philodendron_appendiculatum
at_fo	Sapajus_nigritus	Philodendron	Sapajus_nigritus-Philodendron	Philodendron_corcovadense
at_fo	Sapajus_nigritus	Philodendron	Sapajus_nigritus-Philodendron	Philodendron_crassinervium
at_fo	Sapajus_nigritus	Philodendron	Sapajus_nigritus-Philodendron	Philodendron_eximium
at_fo	Sapajus_nigritus	Philodendron	Sapajus_nigritus-Philodendron	Philodendron_obliquifolium
at_fo	Sapajus_nigritus	Philodendron	Sapajus_nigritus-Philodendron	Philodendron_oblongum
at_fo	Sapajus_nigritus	Schlegelia	Sapajus_nigritus-Schlegelia	Schlegelia_parviflora
at_fo	Sapajus_nigritus	Cordia	Sapajus_nigritus-Cordia	Cordia_ecalyculata
at_fo	Sapajus_nigritus	Pereskia	Sapajus_nigritus-Pereskia	Pereskia_aculeata
at_fo	Sapajus_nigritus	Celtis	Sapajus_nigritus-Celtis	Celtis_ehrenbergiana
at_fo	Sapajus_nigritus	Celtis	Sapajus_nigritus-Celtis	Celtis_iguanaea
at_fo	Sapajus_nigritus	Celtis	Sapajus_nigritus-Celtis	Celtis_tala
at_fo	Sapajus_nigritus	Clusia	Sapajus_nigritus-Clusia	Clusia_criuva
at_fo	Sapajus_nigritus	Clusia	Sapajus_nigritus-Clusia	Clusia_parviflora
at_fo	Sapajus_nigritus	Sloanea	Sapajus_nigritus-Sloanea	Sloanea_guianensis
at_fo	Sapajus_nigritus	Hymenaea	Sapajus_nigritus-Hymenaea	Hymenaea_altissima
at_fo	Sapajus_nigritus	Inga	Sapajus_nigritus-Inga	Inga_edulis
at_fo	Sapajus_nigritus	Inga	Sapajus_nigritus-Inga	Inga_marginata
at_fo	Sapajus_nigritus	Inga	Sapajus_nigritus-Inga	Inga_semialata
at_fo	Sapajus_nigritus	Inga	Sapajus_nigritus-Inga	Inga_uruguensis
at_fo	Sapajus_nigritus	Inga	Sapajus_nigritus-Inga	Inga_vera
at_fo	Sapajus_nigritus	Vantanea	Sapajus_nigritus-Vantanea	Vantanea_compacta
at_fo	Sapajus_nigritus	Cryptocarya	Sapajus_nigritus-Cryptocarya	Cryptocarya_mandioccana
at_fo	Sapajus_nigritus	Cryptocarya	Sapajus_nigritus-Cryptocarya	Cryptocarya_moschata
at_fo	Sapajus_nigritus	Endlicheria	Sapajus_nigritus-Endlicheria	Endlicheria_paniculata
at_fo	Sapajus_nigritus	Guazuma	Sapajus_nigritus-Guazuma	Guazuma_ulmifolia
at_fo	Sapajus_nigritus	Marcgravia	Sapajus_nigritus-Marcgravia	Marcgravia_polyantha
at_fo	Sapajus_nigritus	Schwartzia	Sapajus_nigritus-Schwartzia	Schwartzia_brasiliensis
at_fo	Sapajus_nigritus	Miconia	Sapajus_nigritus-Miconia	Miconia_cinnamomifolia
at_fo	Sapajus_nigritus	Miconia	Sapajus_nigritus-Miconia	Miconia_inaequidens
at_fo	Sapajus_nigritus	Miconia	Sapajus_nigritus-Miconia	Miconia_pusilliflora
at_fo	Sapajus_nigritus	Abuta	Sapajus_nigritus-Abuta	Abuta_selloana
at_fo	Sapajus_nigritus	Ficus	Sapajus_nigritus-Ficus	Ficus_enormis
at_fo	Sapajus_nigritus	Ficus	Sapajus_nigritus-Ficus	Ficus_eximia
at_fo	Sapajus_nigritus	Ficus	Sapajus_nigritus-Ficus	Ficus_gomelleira
at_fo	Sapajus_nigritus	Ficus	Sapajus_nigritus-Ficus	Ficus_insipida
at_fo	Sapajus_nigritus	Ficus	Sapajus_nigritus-Ficus	Ficus_luschnathiana
at_fo	Sapajus_nigritus	Ficus	Sapajus_nigritus-Ficus	Ficus_luschthia
at_fo	Sapajus_nigritus	Maclura	Sapajus_nigritus-Maclura	Maclura_tinctoria
at_fo	Sapajus_nigritus	Musa	Sapajus_nigritus-Musa	Musa_rosacea
at_fo	Sapajus_nigritus	Virola	Sapajus_nigritus-Virola	Virola_bicuhyba
at_fo	Sapajus_nigritus	Campomanesia	Sapajus_nigritus-Campomanesia	Campomanesia_neriiflora
at_fo	Sapajus_nigritus	Campomanesia	Sapajus_nigritus-Campomanesia	Campomanesia_xanthocarpa
at_fo	Sapajus_nigritus	Psidium	Sapajus_nigritus-Psidium	Psidium_guajava
at_fo	Sapajus_nigritus	Heisteria	Sapajus_nigritus-Heisteria	Heisteria_silvianii
at_fo	Sapajus_nigritus	Hieronyma	Sapajus_nigritus-Hieronyma	Hieronyma_alchorneoides
at_fo	Sapajus_nigritus	Piper	Sapajus_nigritus-Piper	Piper_aduncum
at_fo	Sapajus_nigritus	Piper	Sapajus_nigritus-Piper	Piper_amalago
at_fo	Sapajus_nigritus	Piper	Sapajus_nigritus-Piper	Piper_crassinervium
at_fo	Sapajus_nigritus	Diclidanthera	Sapajus_nigritus-Diclidanthera	Diclidanthera_laurifolia
at_fo	Sapajus_nigritus	Coffea	Sapajus_nigritus-Coffea	Coffea_arabica
at_fo	Sapajus_nigritus	Posoqueria	Sapajus_nigritus-Posoqueria	Posoqueria_acutifolia
at_fo	Sapajus_nigritus	Posoqueria	Sapajus_nigritus-Posoqueria	Posoqueria_latifolia
at_fo	Sapajus_nigritus	Psychotria	Sapajus_nigritus-Psychotria	Psychotria_mapourioides
at_fo	Sapajus_nigritus	Psychotria	Sapajus_nigritus-Psychotria	Psychotria_suterella
at_fo	Sapajus_nigritus	Paullinia	Sapajus_nigritus-Paullinia	Paullinia_pinnata
at_fo	Sapajus_nigritus	Chrysophyllum	Sapajus_nigritus-Chrysophyllum	Chrysophyllum_viride
at_fo	Sapajus_nigritus	Siparuna	Sapajus_nigritus-Siparuna	Siparuna_guianensis
at_fo	Sapajus_nigritus	Solanum	Sapajus_nigritus-Solanum	Solanum_argenteum
at_fo	Sapajus_nigritus	Solanum	Sapajus_nigritus-Solanum	Solanum_granulosoleprosum
at_fo	Sapajus_nigritus	Cecropia	Sapajus_nigritus-Cecropia	Cecropia_glaziovii
at_fo	Sapajus_nigritus	Cecropia	Sapajus_nigritus-Cecropia	Cecropia_hololeuca
at_fo	Sapajus_nigritus	Cecropia	Sapajus_nigritus-Cecropia	Cecropia_pachystachya
at_fo	Sapajus_nigritus	Pourouma	Sapajus_nigritus-Pourouma	Pourouma_guianensis
at_fo	Sapajus_nigritus	Urera	Sapajus_nigritus-Urera	Urera_baccifera
at_fo	Sapajus_robustus	Ficus	Sapajus_robustus-Ficus	Ficus_arpazusa
at_fo	Sapajus_robustus	Ficus	Sapajus_robustus-Ficus	Ficus_clusiifolia
at_fo	Sapajus_robustus	Ficus	Sapajus_robustus-Ficus	Ficus_mariae
at_fo	Sapajus_robustus	Ficus	Sapajus_robustus-Ficus	Ficus_pulchella
at_fo	Sapajus_robustus	Cecropia	Sapajus_robustus-Cecropia	Cecropia_glaziovii
at_fo	Sapajus_robustus	Cecropia	Sapajus_robustus-Cecropia	Cecropia_hololeuca
at_fo	Sapajus_robustus	Cecropia	Sapajus_robustus-Cecropia	Cecropia_pachystachya
at_fo	Sapajus_xanthosternos	Mendoncia	Sapajus_xanthosternos-Mendoncia	Mendoncia_bahiensis
at_fo	Sapajus_xanthosternos	Tapirira	Sapajus_xanthosternos-Tapirira	Tapirira_guianensis
at_fo	Sapajus_xanthosternos	Annona	Sapajus_xanthosternos-Annona	Annona_salzmannii
at_fo	Sapajus_xanthosternos	Xylopia	Sapajus_xanthosternos-Xylopia	Xylopia_sericea
at_fo	Sapajus_xanthosternos	Macoubea	Sapajus_xanthosternos-Macoubea	Macoubea_guianensis
at_fo	Sapajus_xanthosternos	Philodendron	Sapajus_xanthosternos-Philodendron	Philodendron_hederaceum
at_fo	Sapajus_xanthosternos	Aechmea	Sapajus_xanthosternos-Aechmea	Aechmea_conifera
at_fo	Sapajus_xanthosternos	Protium	Sapajus_xanthosternos-Protium	Protium_warmingianum
at_fo	Sapajus_xanthosternos	Buchenavia	Sapajus_xanthosternos-Buchenavia	Buchenavia_hoehneana
at_fo	Sapajus_xanthosternos	Dalechampia	Sapajus_xanthosternos-Dalechampia	Dalechampia_ilheotica
at_fo	Sapajus_xanthosternos	Inga	Sapajus_xanthosternos-Inga	Inga_edulis
at_fo	Sapajus_xanthosternos	Inga	Sapajus_xanthosternos-Inga	Inga_subnuda
at_fo	Sapajus_xanthosternos	Theobroma	Sapajus_xanthosternos-Theobroma	Theobroma_cacao
at_fo	Sapajus_xanthosternos	Henriettea	Sapajus_xanthosternos-Henriettea	Henriettea_succosa
at_fo	Sapajus_xanthosternos	Miconia	Sapajus_xanthosternos-Miconia	Miconia_amoena
at_fo	Sapajus_xanthosternos	Miconia	Sapajus_xanthosternos-Miconia	Miconia_cinnamomifolia
at_fo	Sapajus_xanthosternos	Miconia	Sapajus_xanthosternos-Miconia	Miconia_hypoleuca
at_fo	Sapajus_xanthosternos	Miconia	Sapajus_xanthosternos-Miconia	Miconia_prasina
at_fo	Sapajus_xanthosternos	Anomospermum	Sapajus_xanthosternos-Anomospermum	Anomospermum_reticulatum
