forest	primate	genus	interact	plant
at_fo	Sapajus_xanthosternos	Chondrodendron	Sapajus_xanthosternos-Chondrodendron	Chondrodendron_microphyllum
at_fo	Sapajus_xanthosternos	Orthomene	Sapajus_xanthosternos-Orthomene	Orthomene_schomburgkii
at_fo	Sapajus_xanthosternos	Brosimum	Sapajus_xanthosternos-Brosimum	Brosimum_rubescens
at_fo	Sapajus_xanthosternos	Ficus	Sapajus_xanthosternos-Ficus	Ficus_hirsuta
at_fo	Sapajus_xanthosternos	Helicostylis	Sapajus_xanthosternos-Helicostylis	Helicostylis_tomentosa
at_fo	Sapajus_xanthosternos	Campomanesia	Sapajus_xanthosternos-Campomanesia	Campomanesia_dichotoma
at_fo	Sapajus_xanthosternos	Campomanesia	Sapajus_xanthosternos-Campomanesia	Campomanesia_guaviroba
at_fo	Sapajus_xanthosternos	Myrcia	Sapajus_xanthosternos-Myrcia	Myrcia_hirtiflora
at_fo	Sapajus_xanthosternos	Myrcia	Sapajus_xanthosternos-Myrcia	Myrcia_racemosa
at_fo	Sapajus_xanthosternos	Guapira	Sapajus_xanthosternos-Guapira	Guapira_opposita
at_fo	Sapajus_xanthosternos	Heisteria	Sapajus_xanthosternos-Heisteria	Heisteria_perianthomega
at_fo	Sapajus_xanthosternos	Passiflora	Sapajus_xanthosternos-Passiflora	Passiflora_haematostigma
at_fo	Sapajus_xanthosternos	Pera	Sapajus_xanthosternos-Pera	Pera_glabrata
at_fo	Sapajus_xanthosternos	Faramea	Sapajus_xanthosternos-Faramea	Faramea_nocturna
at_fo	Sapajus_xanthosternos	Guettarda	Sapajus_xanthosternos-Guettarda	Guettarda_viburnoides
at_fo	Sapajus_xanthosternos	Posoqueria	Sapajus_xanthosternos-Posoqueria	Posoqueria_latifolia
at_fo	Sapajus_xanthosternos	Micropholis	Sapajus_xanthosternos-Micropholis	Micropholis_guyanensis
at_fo	Sapajus_xanthosternos	Micropholis	Sapajus_xanthosternos-Micropholis	Micropholis_venulosa
at_fo	Sapajus_xanthosternos	Solanum	Sapajus_xanthosternos-Solanum	Solanum_rupincola
at_fo	Sapajus_xanthosternos	Pourouma	Sapajus_xanthosternos-Pourouma	Pourouma_mollis
at_fo	Sapajus_xanthosternos	Pourouma	Sapajus_xanthosternos-Pourouma	Pourouma_velutina
at_fo	Sapajus_xanthosternos	Cissus	Sapajus_xanthosternos-Cissus	Cissus_stipulata
