primate	plant	genus	family
Lagothrix_lagotricha	Rhodostemonodaphne_grandis	Rhodostemonodaphne	Lauraceae
Lagothrix_lagotricha	Gustavia_hexapetala	Gustavia	Lecythidaceae
Lagothrix_lagotricha	Hebepetalum_humiriifolium	Hebepetalum	Linaceae
Lagothrix_lagotricha	Strychnos_erichsonii	Strychnos	Loganiaceae
Lagothrix_lagotricha	Strychnos_schultesiana	Strychnos	Loganiaceae
Lagothrix_lagotricha	Byrsonima_crispa	Byrsonima	Malpighiaceae
Lagothrix_lagotricha	Apeiba_glabra	Apeiba	Malvaceae
Lagothrix_lagotricha	Theobroma_subincanum	Theobroma	Malvaceae
Lagothrix_lagotricha	Souroubea_sympetala	Souroubea	Marcgraviaceae
Lagothrix_lagotricha	Henriettea_fissanthera	Henriettea	Melastomataceae
Lagothrix_lagotricha	Mouriri_nigra	Mouriri	Melastomataceae
Lagothrix_lagotricha	Guarea_guidonia	Guarea	Meliaceae
Lagothrix_lagotricha	Trichilia_micrantha	Trichilia	Meliaceae
Lagothrix_lagotricha	Trichilia_pleeana	Trichilia	Meliaceae
Lagothrix_lagotricha	Trichilia_tuberculata	Trichilia	Meliaceae
Lagothrix_lagotricha	Abuta_grandifolia	Abuta	Menispermaceae
Lagothrix_lagotricha	Abuta_obovata	Abuta	Menispermaceae
Lagothrix_lagotricha	Abuta_rufescens	Abuta	Menispermaceae
Lagothrix_lagotricha	Anomospermum_reticulatum	Anomospermum	Menispermaceae
Lagothrix_lagotricha	Caryomene_foveolata	Caryomene	Menispermaceae
Lagothrix_lagotricha	Odontocarya_wullschlaegelii	Odontocarya	Menispermaceae
Lagothrix_lagotricha	Orthomene_verruculosa	Orthomene	Menispermaceae
Lagothrix_lagotricha	Batocarpus_amazonicus	Batocarpus	Moraceae
Lagothrix_lagotricha	Brosimum_alicastrum	Brosimum	Moraceae
Lagothrix_lagotricha	Brosimum_guianense	Brosimum	Moraceae
Lagothrix_lagotricha	Brosimum_lactescens	Brosimum	Moraceae
Lagothrix_lagotricha	Brosimum_rubescens	Brosimum	Moraceae
Lagothrix_lagotricha	Brosimum_utile	Brosimum	Moraceae
Lagothrix_lagotricha	Castilla_ulei	Castilla	Moraceae
Lagothrix_lagotricha	Clarisia_ilicifolia	Clarisia	Moraceae
Lagothrix_lagotricha	Clarisia_racemosa	Clarisia	Moraceae
Lagothrix_lagotricha	Ficus_americana	Ficus	Moraceae
Lagothrix_lagotricha	Ficus_crocata	Ficus	Moraceae
Lagothrix_lagotricha	Ficus_gomelleira	Ficus	Moraceae
Lagothrix_lagotricha	Ficus_insipida	Ficus	Moraceae
Lagothrix_lagotricha	Ficus_membranacea	Ficus	Moraceae
Lagothrix_lagotricha	Ficus_nymphaeifolia	Ficus	Moraceae
Lagothrix_lagotricha	Ficus_obtusifolia	Ficus	Moraceae
Lagothrix_lagotricha	Ficus_pertusa	Ficus	Moraceae
Lagothrix_lagotricha	Ficus_sphenophylla	Ficus	Moraceae
Lagothrix_lagotricha	Ficus_trigona	Ficus	Moraceae
Lagothrix_lagotricha	Helicostylis_tomentosa	Helicostylis	Moraceae
Lagothrix_lagotricha	Naucleopsis_caloneura	Naucleopsis	Moraceae
Lagothrix_lagotricha	Naucleopsis_glabra	Naucleopsis	Moraceae
Lagothrix_lagotricha	Naucleopsis_guianensis	Naucleopsis	Moraceae
Lagothrix_lagotricha	Naucleopsis_imitans	Naucleopsis	Moraceae
Lagothrix_lagotricha	Naucleopsis_krukovii	Naucleopsis	Moraceae
Lagothrix_lagotricha	Naucleopsis_stipularis	Naucleopsis	Moraceae
Lagothrix_lagotricha	Naucleopsis_ulei	Naucleopsis	Moraceae
Lagothrix_lagotricha	Perebea_mollis	Perebea	Moraceae
Lagothrix_lagotricha	Perebea_xanthochyma	Perebea	Moraceae
Lagothrix_lagotricha	Pseudolmedia_laevigata	Pseudolmedia	Moraceae
Lagothrix_lagotricha	Pseudolmedia_laevis	Pseudolmedia	Moraceae
Lagothrix_lagotricha	Iryanthera_juruensis	Iryanthera	Myristicaceae
Lagothrix_lagotricha	Iryanthera_laevis	Iryanthera	Myristicaceae
Lagothrix_lagotricha	Iryanthera_paraensis	Iryanthera	Myristicaceae
Lagothrix_lagotricha	Osteophloeum_platyspermum	Osteophloeum	Myristicaceae
Lagothrix_lagotricha	Virola_calophylla	Virola	Myristicaceae
Lagothrix_lagotricha	Virola_elongata	Virola	Myristicaceae
Lagothrix_lagotricha	Virola_flexuosa	Virola	Myristicaceae
Lagothrix_lagotricha	Virola_michelii	Virola	Myristicaceae
Lagothrix_lagotricha	Virola_pavonis	Virola	Myristicaceae
Lagothrix_lagotricha	Virola_peruviana	Virola	Myristicaceae
Lagothrix_lagotricha	Virola_surinamensis	Virola	Myristicaceae
Lagothrix_lagotricha	Virola_venosa	Virola	Myristicaceae
Lagothrix_lagotricha	Campomanesia_speciosa	Campomanesia	Myrtaceae
Lagothrix_lagotricha	Eugenia_florida	Eugenia	Myrtaceae
Lagothrix_lagotricha	Neea_laxa	Neea	Nyctaginaceae
Lagothrix_lagotricha	Heisteria_ovata	Heisteria	Olacaceae
Lagothrix_lagotricha	Minquartia_guianensis	Minquartia	Olacaceae
Lagothrix_lagotricha	Hieronyma_alchorneoides	Hieronyma	Phyllanthaceae
Lagothrix_lagotricha	Trichostigma_octandrum	Trichostigma	Phytolaccaceae
Lagothrix_lagotricha	Moutabea_guianensis	Moutabea	Polygalaceae
Lagothrix_lagotricha	Coccoloba_coronata	Coccoloba	Polygonaceae
Lagothrix_lagotricha	Coccoloba_densifrons	Coccoloba	Polygonaceae
Lagothrix_lagotricha	Coccoloba_mollis	Coccoloba	Polygonaceae
Lagothrix_lagotricha	Panopsis_rubescens	Panopsis	Proteaceae
Lagothrix_lagotricha	Prunus_myrtifolia	Prunus	Rosaceae
Lagothrix_lagotricha	Cordiera_hadrantha	Cordiera	Rubiaceae
Lagothrix_lagotricha	Genipa_americana	Genipa	Rubiaceae
Lagothrix_lagotricha	Randia_hondensis	Randia	Rubiaceae
Lagothrix_lagotricha	Rosenbergiodendron_longiflorum	Rosenbergiodendron	Rubiaceae
Lagothrix_lagotricha	Laetia_corymbulosa	Laetia	Salicaceae
Lagothrix_lagotricha	Melicoccus_oliviformis	Melicoccus	Sapindaceae
Lagothrix_lagotricha	Paullinia_faginea	Paullinia	Sapindaceae
Lagothrix_lagotricha	Paullinia_obovata	Paullinia	Sapindaceae
Lagothrix_lagotricha	Chromolucuma_rubriflora	Chromolucuma	Sapotaceae
Lagothrix_lagotricha	Chrysophyllum_amazonicum	Chrysophyllum	Sapotaceae
Lagothrix_lagotricha	Chrysophyllum_parvulum	Chrysophyllum	Sapotaceae
Lagothrix_lagotricha	Chrysophyllum_pomiferum	Chrysophyllum	Sapotaceae
Lagothrix_lagotricha	Chrysophyllum_prieurii	Chrysophyllum	Sapotaceae
Lagothrix_lagotricha	Chrysophyllum_sanguinolentum	Chrysophyllum	Sapotaceae
Lagothrix_lagotricha	Manilkara_bidentata	Manilkara	Sapotaceae
Lagothrix_lagotricha	Micropholis_casiquiarensis	Micropholis	Sapotaceae
Lagothrix_lagotricha	Micropholis_guyanensis	Micropholis	Sapotaceae
Lagothrix_lagotricha	Micropholis_mensalis	Micropholis	Sapotaceae
Lagothrix_lagotricha	Pouteria_anomala	Pouteria	Sapotaceae
Lagothrix_lagotricha	Pouteria_bangii	Pouteria	Sapotaceae
Lagothrix_lagotricha	Pouteria_caimito	Pouteria	Sapotaceae
Lagothrix_lagotricha	Pouteria_cuspidata	Pouteria	Sapotaceae
Lagothrix_lagotricha	Pouteria_engleri	Pouteria	Sapotaceae
Lagothrix_lagotricha	Pouteria_fimbriata	Pouteria	Sapotaceae
Lagothrix_lagotricha	Pouteria_gomphiifolia	Pouteria	Sapotaceae
Lagothrix_lagotricha	Pouteria_laericarpa	Pouteria	Sapotaceae
Lagothrix_lagotricha	Pouteria_laevigata	Pouteria	Sapotaceae
Lagothrix_lagotricha	Pouteria_macrocarpa	Pouteria	Sapotaceae
Lagothrix_lagotricha	Pouteria_manaosensis	Pouteria	Sapotaceae
Lagothrix_lagotricha	Pouteria_opposita	Pouteria	Sapotaceae
Lagothrix_lagotricha	Pouteria_pariry	Pouteria	Sapotaceae
Lagothrix_lagotricha	Pouteria_rostrata	Pouteria	Sapotaceae
Lagothrix_lagotricha	Pouteria_torta	Pouteria	Sapotaceae
Lagothrix_lagotricha	Pouteria_ucuqui	Pouteria	Sapotaceae
Lagothrix_lagotricha	Pradosia_cochlearia	Pradosia	Sapotaceae
Lagothrix_lagotricha	Pradosia_ptychandra	Pradosia	Sapotaceae
Lagothrix_lagotricha	Pradosia_surinamensis	Pradosia	Sapotaceae
Lagothrix_lagotricha	Sarcaulus_brasiliensis	Sarcaulus	Sapotaceae
Lagothrix_lagotricha	Simarouba_amara	Simarouba	Simaroubaceae
Lagothrix_lagotricha	Cestrum_racemosum	Cestrum	Solanaceae
Lagothrix_lagotricha	Ampelocera_edentula	Ampelocera	Ulmaceae
Lagothrix_lagotricha	Cecropia_engleriana	Cecropia	Urticaceae
Lagothrix_lagotricha	Cecropia_membranacea	Cecropia	Urticaceae
Lagothrix_lagotricha	Cecropia_obtusa	Cecropia	Urticaceae
Lagothrix_lagotricha	Cecropia_sciadophylla	Cecropia	Urticaceae
Lagothrix_lagotricha	Coussapoa_orthoneura	Coussapoa	Urticaceae
Lagothrix_lagotricha	Coussapoa_villosa	Coussapoa	Urticaceae
Lagothrix_lagotricha	Pourouma_bicolor	Pourouma	Urticaceae
Lagothrix_lagotricha	Pourouma_cecropiifolia	Pourouma	Urticaceae
Lagothrix_lagotricha	Pourouma_guianensis	Pourouma	Urticaceae
Lagothrix_lagotricha	Pourouma_mollis	Pourouma	Urticaceae
Lagothrix_lagotricha	Pourouma_petiolulata	Pourouma	Urticaceae
Lagothrix_lagotricha	Leonia_glycycarpa	Leonia	Violaceae
Lagothrix_lagotricha	Cissus_microcarpa	Cissus	Vitaceae
Lagothrix_lagotricha	Cissus_verticillata	Cissus	Vitaceae
Lagothrix_lugens	Saurauia_brachybotrys	Saurauia	Actinidiaceae
Lagothrix_lugens	Hedyosmum_cuatrecazanum	Hedyosmum	Chloranthaceae
Lagothrix_lugens	Sapium_stylare	Sapium	Euphorbiaceae
Lagothrix_lugens	Vismia_mandurr	Vismia	Hypericaceae
Lagothrix_lugens	Anomospermum_reticulatum	Anomospermum	Menispermaceae
Lagothrix_lugens	Ficus_lehmannii	Ficus	Moraceae
Lagothrix_lugens	Ficus_mutisii	Ficus	Moraceae
Lagothrix_lugens	Morus_insignis	Morus	Moraceae
Lagothrix_lugens	Hieronyma_huilensis	Hieronyma	Phyllanthaceae
Lagothrix_lugens	Guettarda_hirsuta	Guettarda	Rubiaceae
Lagothrix_lugens	Casearia_macrocarpa	Casearia	Salicaceae
Lagothrix_lugens	Cecropia_angustifolia	Cecropia	Urticaceae
Lagothrix_lugens	Cecropia_mutisi	Cecropia	Urticaceae
Lagothrix_lugens	Cecropia_telenitida	Cecropia	Urticaceae
Lagothrix_lugens	Cissus_trianae	Cissus	Vitaceae
Leontopithecus_caissara	Tapirira_guianensis	Tapirira	Anacardiaceae
Leontopithecus_caissara	Annona_neosericea	Annona	Annonaceae
Leontopithecus_caissara	Guatteria_australis	Guatteria	Annonaceae
Leontopithecus_caissara	Ilex_pseudobuxus	Ilex	Aquifoliaceae
Leontopithecus_caissara	Ilex_theezans	Ilex	Aquifoliaceae
Leontopithecus_caissara	Monstera_adansonii	Monstera	Araceae
Leontopithecus_caissara	Philodendron_bipinnatifidum	Philodendron	Araceae
Leontopithecus_caissara	Aechmea_nudicaulis	Aechmea	Bromeliaceae
Leontopithecus_caissara	Clusia_criuva	Clusia	Clusiaceae
Leontopithecus_caissara	Inga_vera	Inga	Fabaceae
Leontopithecus_caissara	Byrsonima_ligustrifolia	Byrsonima	Malpighiaceae
Leontopithecus_caissara	Marcgravia_polyantha	Marcgravia	Marcgraviaceae
Leontopithecus_caissara	Campomanesia_xanthocarpa	Campomanesia	Myrtaceae
Leontopithecus_caissara	Eugenia_astringens	Eugenia	Myrtaceae
Leontopithecus_caissara	Eugenia_sulcata	Eugenia	Myrtaceae
Leontopithecus_caissara	Marlierea_eugeniopsoides	Marlierea	Myrtaceae
Leontopithecus_caissara	Marlierea_silvatica	Marlierea	Myrtaceae
Leontopithecus_caissara	Marlierea_tomentosa	Marlierea	Myrtaceae
Leontopithecus_caissara	Myrcia_isaiana	Myrcia	Myrtaceae
Leontopithecus_caissara	Myrcia_palustris	Myrcia	Myrtaceae
Leontopithecus_caissara	Myrcia_racemosa	Myrcia	Myrtaceae
Leontopithecus_caissara	Psidium_cattleianum	Psidium	Myrtaceae
Leontopithecus_caissara	Myrsine_gardneriana	Myrsine	Primulaceae
Leontopithecus_caissara	Amaioua_guianensis	Amaioua	Rubiaceae
Leontopithecus_caissara	Phoradendron_crassifolium	Phoradendron	Santalaceae
Leontopithecus_caissara	Cecropia_glaziovii	Cecropia	Urticaceae
Leontopithecus_caissara	Cecropia_pachystachya	Cecropia	Urticaceae
Leontopithecus_caissara	Coussapoa_microcarpa	Coussapoa	Urticaceae
Leontopithecus_chrysomelas	Tapirira_guianensis	Tapirira	Anacardiaceae
Leontopithecus_chrysomelas	Annona_bahiensis	Annona	Annonaceae
Leontopithecus_chrysomelas	Annona_salzmannii	Annona	Annonaceae
Leontopithecus_chrysomelas	Lacmellea_bahiensis	Lacmellea	Apocynaceae
Leontopithecus_chrysomelas	Macoubea_guianensis	Macoubea	Apocynaceae
Leontopithecus_chrysomelas	Philodendron_bipinnatifidum	Philodendron	Araceae
Leontopithecus_chrysomelas	Bactris_setosa	Bactris	Arecaceae
Leontopithecus_chrysomelas	Aechmea_depressa	Aechmea	Bromeliaceae
Leontopithecus_chrysomelas	Protium_widgrenii	Protium	Burseraceae
Leontopithecus_chrysomelas	Tetragastris_catuaba	Tetragastris	Burseraceae
Leontopithecus_chrysomelas	Cheiloclinium_cognatum	Cheiloclinium	Celastraceae
Leontopithecus_chrysomelas	Symphonia_globulifera	Symphonia	Clusiaceae
Leontopithecus_chrysomelas	Inga_subnuda	Inga	Fabaceae
Leontopithecus_chrysomelas	Inga_tenuis	Inga	Fabaceae
Leontopithecus_chrysomelas	Inga_thibaudiana	Inga	Fabaceae
Leontopithecus_chrysomelas	Inga_vera	Inga	Fabaceae
Leontopithecus_chrysomelas	Vismia_latifolia	Vismia	Hypericaceae
Leontopithecus_chrysomelas	Henriettea_succosa	Henriettea	Melastomataceae
Leontopithecus_chrysomelas	Miconia_calvescens	Miconia	Melastomataceae
Leontopithecus_chrysomelas	Miconia_hypoleuca	Miconia	Melastomataceae
Leontopithecus_chrysomelas	Miconia_mirabilis	Miconia	Melastomataceae
Leontopithecus_chrysomelas	Miconia_prasina	Miconia	Melastomataceae
Leontopithecus_chrysomelas	Miconia_rimalis	Miconia	Melastomataceae
Leontopithecus_chrysomelas	Anomospermum_reticulatum	Anomospermum	Menispermaceae
Leontopithecus_chrysomelas	Ficus_gomelleira	Ficus	Moraceae
Leontopithecus_chrysomelas	Ficus_hirsuta	Ficus	Moraceae
Leontopithecus_chrysomelas	Helicostylis_tomentosa	Helicostylis	Moraceae
Leontopithecus_chrysomelas	Campomanesia_dichotoma	Campomanesia	Myrtaceae
Leontopithecus_chrysomelas	Eugenia_itapemirimensis	Eugenia	Myrtaceae
Leontopithecus_chrysomelas	Eugenia_rostrata	Eugenia	Myrtaceae
Leontopithecus_chrysomelas	Marlierea_verticillaris	Marlierea	Myrtaceae
Leontopithecus_chrysomelas	Myrcia_gigantea	Myrcia	Myrtaceae
Leontopithecus_chrysomelas	Myrcia_splendens	Myrcia	Myrtaceae
Leontopithecus_chrysomelas	Neomitranthes_obscura	Neomitranthes	Myrtaceae
Leontopithecus_chrysomelas	Psidium_cattleianum	Psidium	Myrtaceae
Leontopithecus_chrysomelas	Psidium_guajava	Psidium	Myrtaceae
Leontopithecus_chrysomelas	Passiflora_quadrangularis	Passiflora	Passifloraceae
Leontopithecus_chrysomelas	Randia_armata	Randia	Rubiaceae
Leontopithecus_chrysomelas	Simira_rubra	Simira	Rubiaceae
Leontopithecus_chrysomelas	Simira_viridiflora	Simira	Rubiaceae
Leontopithecus_chrysomelas	Tocoyena_bullata	Tocoyena	Rubiaceae
Leontopithecus_chrysomelas	Casearia_bahiensis	Casearia	Salicaceae
Leontopithecus_chrysomelas	Chrysophyllum_splendens	Chrysophyllum	Sapotaceae
Leontopithecus_chrysomelas	Diploon_cuspidatum	Diploon	Sapotaceae
Leontopithecus_chrysomelas	Ecclinusa_ramiflora	Ecclinusa	Sapotaceae
Leontopithecus_chrysomelas	Manilkara_longifolia	Manilkara	Sapotaceae
Leontopithecus_chrysomelas	Manilkara_maxima	Manilkara	Sapotaceae
Leontopithecus_chrysomelas	Manilkara_salzmannii	Manilkara	Sapotaceae
Leontopithecus_chrysomelas	Micropholis_guyanensis	Micropholis	Sapotaceae
Leontopithecus_chrysomelas	Cecropia_glaziovii	Cecropia	Urticaceae
Leontopithecus_chrysomelas	Pourouma_guianensis	Pourouma	Urticaceae
Leontopithecus_chrysomelas	Pourouma_mollis	Pourouma	Urticaceae
Leontopithecus_chrysomelas	Pourouma_velutina	Pourouma	Urticaceae
Leontopithecus_chrysopygus	Mendoncia_velloziana	Mendoncia	Acanthaceae
Leontopithecus_chrysopygus	Cordia_ecalyculata	Cordia	Boraginaceae
Leontopithecus_chrysopygus	Pereskia_aculeata	Pereskia	Cactaceae
Leontopithecus_chrysopygus	Celtis_iguanaea	Celtis	Cannabaceae
Leontopithecus_chrysopygus	Celtis_pubescens	Celtis	Cannabaceae
Leontopithecus_chrysopygus	Inga_striata	Inga	Fabaceae
Leontopithecus_chrysopygus	Ficus_guaranitica	Ficus	Moraceae
Leontopithecus_chrysopygus	Ficus_organensis	Ficus	Moraceae
Leontopithecus_chrysopygus	Ficus_tomentella	Ficus	Moraceae
Leontopithecus_chrysopygus	Ficus_trigona	Ficus	Moraceae
Leontopithecus_chrysopygus	Rhamnidium_elaeocarpum	Rhamnidium	Rhamnaceae
Leontopithecus_rosalia	Tapirira_guianensis	Tapirira	Anacardiaceae
Leontopithecus_rosalia	Annona_dolabripetala	Annona	Annonaceae
Leontopithecus_rosalia	Rollinia_dolabripetala	Rollinia	Annonaceae
Leontopithecus_rosalia	Inga_edulis	Inga	Fabaceae
Leontopithecus_rosalia	Inga_praegnans	Inga	Fabaceae
Leontopithecus_rosalia	Inga_subnuda	Inga	Fabaceae
Leontopithecus_rosalia	Inga_thibaudiana	Inga	Fabaceae
Leontopithecus_rosalia	Byrsonima_stipulacea	Byrsonima	Malpighiaceae
Leontopithecus_rosalia	Henriettea_saldanhaei	Henriettea	Melastomataceae
Leontopithecus_rosalia	Miconia_cinnamomifolia	Miconia	Melastomataceae
Leontopithecus_rosalia	Miconia_hypoleuca	Miconia	Melastomataceae
Leontopithecus_rosalia	Miconia_latecrenata	Miconia	Melastomataceae
Leontopithecus_rosalia	Miconia_lepidota	Miconia	Melastomataceae
Leontopithecus_rosalia	Hyperbaena_domingensis	Hyperbaena	Menispermaceae
Leontopithecus_rosalia	Ficus_gomelleira	Ficus	Moraceae
Leontopithecus_rosalia	Helicostylis_tomentosa	Helicostylis	Moraceae
Leontopithecus_rosalia	Sorocea_hilarii	Sorocea	Moraceae
Leontopithecus_rosalia	Calyptranthes_lucida	Calyptranthes	Myrtaceae
Leontopithecus_rosalia	Campomanesia_espiritosantensis	Campomanesia	Myrtaceae
Leontopithecus_rosalia	Campomanesia_eugenioides	Campomanesia	Myrtaceae
Leontopithecus_rosalia	Eugenia_excelsa	Eugenia	Myrtaceae
Leontopithecus_rosalia	Marlierea_excoriata	Marlierea	Myrtaceae
Leontopithecus_rosalia	Marlierea_subacuminata	Marlierea	Myrtaceae
Leontopithecus_rosalia	Myrcia_splendens	Myrcia	Myrtaceae
Leontopithecus_rosalia	Myrcia_tenuifolia	Myrcia	Myrtaceae
Leontopithecus_rosalia	Guapira_opposita	Guapira	Nyctaginaceae
Leontopithecus_rosalia	Passiflora_rhamnifolia	Passiflora	Passifloraceae
Leontopithecus_rosalia	Rhamnidium_elaeocarpum	Rhamnidium	Rhamnaceae
Leontopithecus_rosalia	Faramea_anisocalyx	Faramea	Rubiaceae
Leontopithecus_rosalia	Faramea_multiflora	Faramea	Rubiaceae
Leontopithecus_rosalia	Posoqueria_acutifolia	Posoqueria	Rubiaceae
Leontopithecus_rosalia	Posoqueria_latifolia	Posoqueria	Rubiaceae
Leontopithecus_rosalia	Tocoyena_brasiliensis	Tocoyena	Rubiaceae
Leontopithecus_rosalia	Casearia_decandra	Casearia	Salicaceae
Leontopithecus_rosalia	Micropholis_gardneriana	Micropholis	Sapotaceae
Leontopithecus_rosalia	Micropholis_guyanensis	Micropholis	Sapotaceae
Leontopithecus_rosalia	Pouteria_bangii	Pouteria	Sapotaceae
Leontopithecus_rosalia	Pradosia_kuhlmannii	Pradosia	Sapotaceae
Leontopithecus_rosalia	Sarcaulus_brasiliensis	Sarcaulus	Sapotaceae
Leontopithecus_rosalia	Cecropia_glaziovii	Cecropia	Urticaceae
Leontopithecus_rosalia	Cecropia_hololeuca	Cecropia	Urticaceae
Leontopithecus_rosalia	Cecropia_pachystachya	Cecropia	Urticaceae
Leontopithecus_rosalia	Pourouma_guianensis	Pourouma	Urticaceae
Saguinus_fuscicollis	Mendoncia_klugii	Mendoncia	Acanthaceae
Saguinus_fuscicollis	Mendoncia_sprucei	Mendoncia	Acanthaceae
Saguinus_fuscicollis	Tapirira_guianensis	Tapirira	Anacardiaceae
Saguinus_fuscicollis	Tapirira_obtusa	Tapirira	Anacardiaceae
Saguinus_fuscicollis	Tapirira_retusa	Tapirira	Anacardiaceae
Saguinus_fuscicollis	Annona_duckei	Annona	Annonaceae
Saguinus_fuscicollis	Annona_edulis	Annona	Annonaceae
Saguinus_fuscicollis	Guatteria_decurrens	Guatteria	Annonaceae
Saguinus_fuscicollis	Guatteria_guianensis	Guatteria	Annonaceae
Saguinus_fuscicollis	Guatteria_megalophylla	Guatteria	Annonaceae
Saguinus_fuscicollis	Polyalthia_motleyana	Polyalthia	Annonaceae
Saguinus_fuscicollis	Unonopsis_stipitata	Unonopsis	Annonaceae
Saguinus_fuscicollis	Couma_macrocarpa	Couma	Apocynaceae
Saguinus_fuscicollis	Lacmellea_peruviana	Lacmellea	Apocynaceae
Saguinus_fuscicollis	Heteropsis_oblongifolia	Heteropsis	Araceae
Saguinus_fuscicollis	Heteropsis_spruceana	Heteropsis	Araceae
Saguinus_fuscicollis	Bactris_maraja	Bactris	Arecaceae
Saguinus_fuscicollis	Cordia_nodosa	Cordia	Boraginaceae
Saguinus_fuscicollis	Cordia_trachyphylla	Cordia	Boraginaceae
Saguinus_fuscicollis	Cordia_ucayaliensis	Cordia	Boraginaceae
Saguinus_fuscicollis	Protium_hebetatum	Protium	Burseraceae
Saguinus_fuscicollis	Dendrobangia_boliviana	Dendrobangia	Cardiopteridaceae
Saguinus_fuscicollis	Cheiloclinium_hippocrateoides	Cheiloclinium	Celastraceae
Saguinus_fuscicollis	Salacia_alwynii	Salacia	Celastraceae
Saguinus_fuscicollis	Salacia_caloneura	Salacia	Celastraceae
Saguinus_fuscicollis	Salacia_impressifolia	Salacia	Celastraceae
Saguinus_fuscicollis	Couepia_paraensis	Couepia	Chrysobalanaceae
Saguinus_fuscicollis	Licania_micrantha	Licania	Chrysobalanaceae
Saguinus_fuscicollis	Garcinia_macrophylla	Garcinia	Clusiaceae
Saguinus_fuscicollis	Garcinia_ovalifolia	Garcinia	Clusiaceae
Saguinus_fuscicollis	Buchenavia_parvifolia	Buchenavia	Combretaceae
Saguinus_fuscicollis	Buchenavia_viridiflora	Buchenavia	Combretaceae
Saguinus_fuscicollis	Dicranostyles_scandens	Dicranostyles	Convolvulaceae
Saguinus_fuscicollis	Maripa_peruviana	Maripa	Convolvulaceae
Saguinus_fuscicollis	Asplundia_peruviana	Asplundia	Cyclanthaceae
Saguinus_fuscicollis	Cyclanthus_bipartitus	Cyclanthus	Cyclanthaceae
Saguinus_fuscicollis	Ludovia_lancifolia	Ludovia	Cyclanthaceae
Saguinus_fuscicollis	Tapura_amazonica	Tapura	Dichapetalaceae
Saguinus_fuscicollis	Tapura_coriacea	Tapura	Dichapetalaceae
Saguinus_fuscicollis	Pinzona_coriacea	Pinzona	Dilleniaceae
Saguinus_fuscicollis	Bauhinia_smilacina	Bauhinia	Fabaceae
Saguinus_fuscicollis	Inga_acrocephala	Inga	Fabaceae
Saguinus_fuscicollis	Inga_aria	Inga	Fabaceae
Saguinus_fuscicollis	Inga_auristellae	Inga	Fabaceae
Saguinus_fuscicollis	Inga_brachystachys	Inga	Fabaceae
Saguinus_fuscicollis	Inga_cordatoalata	Inga	Fabaceae
Saguinus_fuscicollis	Inga_densiflora	Inga	Fabaceae
Saguinus_fuscicollis	Inga_gracilifolia	Inga	Fabaceae
Saguinus_fuscicollis	Inga_gracilior	Inga	Fabaceae
Saguinus_fuscicollis	Inga_lopadadenia	Inga	Fabaceae
Saguinus_fuscicollis	Inga_loretana	Inga	Fabaceae
Saguinus_fuscicollis	Inga_megaphylla	Inga	Fabaceae
Saguinus_fuscicollis	Inga_nobilis	Inga	Fabaceae
Saguinus_fuscicollis	Inga_oerstediana	Inga	Fabaceae
Saguinus_fuscicollis	Inga_pruriens	Inga	Fabaceae
Saguinus_fuscicollis	Inga_ruiziana	Inga	Fabaceae
Saguinus_fuscicollis	Inga_sapindoides	Inga	Fabaceae
Saguinus_fuscicollis	Inga_semialata	Inga	Fabaceae
Saguinus_fuscicollis	Inga_sertulifera	Inga	Fabaceae
Saguinus_fuscicollis	Inga_thibaudiana	Inga	Fabaceae
Saguinus_fuscicollis	Parkia_igneiflora	Parkia	Fabaceae
Saguinus_fuscicollis	Parkia_multijuga	Parkia	Fabaceae
Saguinus_fuscicollis	Parkia_nitida	Parkia	Fabaceae
Saguinus_fuscicollis	Parkia_panurensis	Parkia	Fabaceae
Saguinus_fuscicollis	Goupia_glabra	Goupia	Goupiaceae
Saguinus_fuscicollis	Ocotea_amazonica	Ocotea	Lauraceae
Saguinus_fuscicollis	Roucheria_columbiana	Roucheria	Linaceae
Saguinus_fuscicollis	Roucheria_schomburgkii	Roucheria	Linaceae
Saguinus_fuscicollis	Strychnos_guianensis	Strychnos	Loganiaceae
Saguinus_fuscicollis	Strychnos_rondeletioides	Strychnos	Loganiaceae
Saguinus_fuscicollis	Byrsonima_poeppigiana	Byrsonima	Malpighiaceae
Saguinus_fuscicollis	Matisia_bracteolosa	Matisia	Malvaceae
Saguinus_fuscicollis	Theobroma_obovatum	Theobroma	Malvaceae
Saguinus_fuscicollis	Marcgravia_longifolia	Marcgravia	Marcgraviaceae
Saguinus_fuscicollis	Souroubea_crassipetala	Souroubea	Marcgraviaceae
Saguinus_fuscicollis	Bellucia_pentamera	Bellucia	Melastomataceae
Saguinus_fuscicollis	Miconia_lourteigiana	Miconia	Melastomataceae
Saguinus_fuscicollis	Tococa_guianensis	Tococa	Melastomataceae
Saguinus_fuscicollis	Abuta_fluminum	Abuta	Menispermaceae
Saguinus_fuscicollis	Abuta_grandifolia	Abuta	Menispermaceae
Saguinus_fuscicollis	Abuta_obovata	Abuta	Menispermaceae
Saguinus_fuscicollis	Abuta_pahnii	Abuta	Menispermaceae
Saguinus_fuscicollis	Abuta_rufescens	Abuta	Menispermaceae
Saguinus_fuscicollis	Anomospermum_grandifolium	Anomospermum	Menispermaceae
Saguinus_fuscicollis	Anomospermum_solimoesanum	Anomospermum	Menispermaceae
Saguinus_fuscicollis	Borismene_japurensis	Borismene	Menispermaceae
