primate	plant	genus	family
Ateles_paniscus	Coussapoa_ovalifolia	Coussapoa	Urticaceae
Ateles_paniscus	Leonia_glycycarpa	Leonia	Violaceae
Brachyteles_arachnoides	Carpotroche_brasiliensis	Carpotroche	Achariaceae
Brachyteles_arachnoides	Tapirira_guianensis	Tapirira	Anacardiaceae
Brachyteles_arachnoides	Annona_neosericea	Annona	Annonaceae
Brachyteles_arachnoides	Duguetia_lanceolata	Duguetia	Annonaceae
Brachyteles_arachnoides	Guatteria_australis	Guatteria	Annonaceae
Brachyteles_arachnoides	Anthurium_harrisii	Anthurium	Araceae
Brachyteles_arachnoides	Heteropsis_oblongifolia	Heteropsis	Araceae
Brachyteles_arachnoides	Monstera_adansonii	Monstera	Araceae
Brachyteles_arachnoides	Philodendron_appendiculatum	Philodendron	Araceae
Brachyteles_arachnoides	Philodendron_corcovadense	Philodendron	Araceae
Brachyteles_arachnoides	Philodendron_imbe	Philodendron	Araceae
Brachyteles_arachnoides	Schefflera_angustissima	Schefflera	Araliaceae
Brachyteles_arachnoides	Schefflera_calva	Schefflera	Araliaceae
Brachyteles_arachnoides	Syagrus_romanzoffiana	Syagrus	Arecaceae
Brachyteles_arachnoides	Cordia_sellowiana	Cordia	Boraginaceae
Brachyteles_arachnoides	Cinnamodendron_dinisii	Cinnamodendron	Canellaceae
Brachyteles_arachnoides	Celtis_spinosa	Celtis	Cannabaceae
Brachyteles_arachnoides	Jacaratia_spinosa	Jacaratia	Caricaceae
Brachyteles_arachnoides	Cheiloclinium_serratum	Cheiloclinium	Celastraceae
Brachyteles_arachnoides	Maytenus_aquifolia	Maytenus	Celastraceae
Brachyteles_arachnoides	Maytenus_cestrifolia	Maytenus	Celastraceae
Brachyteles_arachnoides	Parinari_excelsa	Parinari	Chrysobalanaceae
Brachyteles_arachnoides	Garcinia_brasiliensis	Garcinia	Clusiaceae
Brachyteles_arachnoides	Garcinia_gardneriana	Garcinia	Clusiaceae
Brachyteles_arachnoides	Buchenavia_kleinii	Buchenavia	Combretaceae
Brachyteles_arachnoides	Alchornea_glandulosa	Alchornea	Euphorbiaceae
Brachyteles_arachnoides	Alchornea_triplinervia	Alchornea	Euphorbiaceae
Brachyteles_arachnoides	Copaifera_trapezifolia	Copaifera	Fabaceae
Brachyteles_arachnoides	Hymenaea_altissima	Hymenaea	Fabaceae
Brachyteles_arachnoides	Hymenaea_courbaril	Hymenaea	Fabaceae
Brachyteles_arachnoides	Inga_marginata	Inga	Fabaceae
Brachyteles_arachnoides	Inga_sessilis	Inga	Fabaceae
Brachyteles_arachnoides	Vantanea_compacta	Vantanea	Humiriaceae
Brachyteles_arachnoides	Beilschmiedia_emarginata	Beilschmiedia	Lauraceae
Brachyteles_arachnoides	Cryptocarya_mandioccana	Cryptocarya	Lauraceae
Brachyteles_arachnoides	Cryptocarya_moschata	Cryptocarya	Lauraceae
Brachyteles_arachnoides	Endlicheria_paniculata	Endlicheria	Lauraceae
Brachyteles_arachnoides	Nectandra_lanceolata	Nectandra	Lauraceae
Brachyteles_arachnoides	Ocotea_corymbosa	Ocotea	Lauraceae
Brachyteles_arachnoides	Ocotea_diospyrifolia	Ocotea	Lauraceae
Brachyteles_arachnoides	Ocotea_odorifera	Ocotea	Lauraceae
Brachyteles_arachnoides	Ocotea_porosa	Ocotea	Lauraceae
Brachyteles_arachnoides	Strychnos_trinervis	Strychnos	Loganiaceae
Brachyteles_arachnoides	Byrsonima_crassifolia	Byrsonima	Malpighiaceae
Brachyteles_arachnoides	Marcgravia_polyantha	Marcgravia	Marcgraviaceae
Brachyteles_arachnoides	Schwartzia_brasiliensis	Schwartzia	Marcgraviaceae
Brachyteles_arachnoides	Miconia_cabucu	Miconia	Melastomataceae
Brachyteles_arachnoides	Miconia_cinnamomifolia	Miconia	Melastomataceae
Brachyteles_arachnoides	Abuta_selloana	Abuta	Menispermaceae
Brachyteles_arachnoides	Ficus_enormis	Ficus	Moraceae
Brachyteles_arachnoides	Ficus_gomelleira	Ficus	Moraceae
Brachyteles_arachnoides	Ficus_guaranitica	Ficus	Moraceae
Brachyteles_arachnoides	Ficus_insipida	Ficus	Moraceae
Brachyteles_arachnoides	Ficus_organensis	Ficus	Moraceae
Brachyteles_arachnoides	Sorocea_bonplandii	Sorocea	Moraceae
Brachyteles_arachnoides	Musa_rosacea	Musa	Musaceae
Brachyteles_arachnoides	Virola_bicuhyba	Virola	Myristicaceae
Brachyteles_arachnoides	Virola_gardneri	Virola	Myristicaceae
Brachyteles_arachnoides	Campomanesia_guaviroba	Campomanesia	Myrtaceae
Brachyteles_arachnoides	Eugenia_burkartiana	Eugenia	Myrtaceae
Brachyteles_arachnoides	Eugenia_ligustrina	Eugenia	Myrtaceae
Brachyteles_arachnoides	Eugenia_prasina	Eugenia	Myrtaceae
Brachyteles_arachnoides	Eugenia_pruinosa	Eugenia	Myrtaceae
Brachyteles_arachnoides	Eugenia_pyriformis	Eugenia	Myrtaceae
Brachyteles_arachnoides	Eugenia_stictosepala	Eugenia	Myrtaceae
Brachyteles_arachnoides	Marlierea_suaveolens	Marlierea	Myrtaceae
Brachyteles_arachnoides	Myrceugenia_myrcioides	Myrceugenia	Myrtaceae
Brachyteles_arachnoides	Myrcia_anacardiifolia	Myrcia	Myrtaceae
Brachyteles_arachnoides	Myrcia_heringii	Myrcia	Myrtaceae
Brachyteles_arachnoides	Myrcia_macrocarpa	Myrcia	Myrtaceae
Brachyteles_arachnoides	Myrcia_pubipetala	Myrcia	Myrtaceae
Brachyteles_arachnoides	Myrcia_variabilis	Myrcia	Myrtaceae
Brachyteles_arachnoides	Myrciaria_floribunda	Myrciaria	Myrtaceae
Brachyteles_arachnoides	Neomitranthes_obscura	Neomitranthes	Myrtaceae
Brachyteles_arachnoides	Psidium_longipetiolatum	Psidium	Myrtaceae
Brachyteles_arachnoides	Quiina_glazovii	Quiina	Ochnaceae
Brachyteles_arachnoides	Heisteria_silvianii	Heisteria	Olacaceae
Brachyteles_arachnoides	Pera_glabrata	Pera	Peraceae
Brachyteles_arachnoides	Hieronyma_alchorneoides	Hieronyma	Phyllanthaceae
Brachyteles_arachnoides	Phytolacca_dioica	Phytolacca	Phytolaccaceae
Brachyteles_arachnoides	Posoqueria_acutifolia	Posoqueria	Rubiaceae
Brachyteles_arachnoides	Posoqueria_latifolia	Posoqueria	Rubiaceae
Brachyteles_arachnoides	Psychotria_mapoureoides	Psychotria	Rubiaceae
Brachyteles_arachnoides	Psychotria_mapourioides	Psychotria	Rubiaceae
Brachyteles_arachnoides	Psychotria_tenerior	Psychotria	Rubiaceae
Brachyteles_arachnoides	Casearia_sylvestris	Casearia	Salicaceae
Brachyteles_arachnoides	Chrysophyllum_viride	Chrysophyllum	Sapotaceae
Brachyteles_arachnoides	Micropholis_crassipedicellata	Micropholis	Sapotaceae
Brachyteles_arachnoides	Micropholis_gardneriana	Micropholis	Sapotaceae
Brachyteles_arachnoides	Pouteria_bullata	Pouteria	Sapotaceae
Brachyteles_arachnoides	Pouteria_caimito	Pouteria	Sapotaceae
Brachyteles_arachnoides	Siparuna_guianensis	Siparuna	Siparunaceae
Brachyteles_arachnoides	Solanum_pseudoquina	Solanum	Solanaceae
Brachyteles_arachnoides	Solanum_swartzianum	Solanum	Solanaceae
Brachyteles_arachnoides	Styrax_pohlii	Styrax	Styracaceae
Brachyteles_arachnoides	Symplocos_laxiflora	Symplocos	Symplocaceae
Brachyteles_arachnoides	Cecropia_glaziovii	Cecropia	Urticaceae
Brachyteles_arachnoides	Coussapoa_microcarpa	Coussapoa	Urticaceae
Brachyteles_arachnoides	Pourouma_guianensis	Pourouma	Urticaceae
Brachyteles_hypoxanthus	Mendoncia_velloziana	Mendoncia	Acanthaceae
Brachyteles_hypoxanthus	Carpotroche_brasiliensis	Carpotroche	Achariaceae
Brachyteles_hypoxanthus	Tapirira_guianensis	Tapirira	Anacardiaceae
Brachyteles_hypoxanthus	Tapirira_obtusa	Tapirira	Anacardiaceae
Brachyteles_hypoxanthus	Guatteria_australis	Guatteria	Annonaceae
Brachyteles_hypoxanthus	Cyrtocymura_scorpioides	Cyrtocymura	Asteraceae
Brachyteles_hypoxanthus	Protium_heptaphyllum	Protium	Burseraceae
Brachyteles_hypoxanthus	Byrsonima_crassifolia	Byrsonima	Malpighiaceae
Brachyteles_hypoxanthus	Clidemia_debilis	Clidemia	Melastomataceae
Brachyteles_hypoxanthus	Psychotria_mapourioides	Psychotria	Rubiaceae
Brachyteles_hypoxanthus	Allophylus_edulis	Allophylus	Sapindaceae
Brachyteles_hypoxanthus	Paullinia_carpopoda	Paullinia	Sapindaceae
Brachyteles_hypoxanthus	Siparuna_guianensis	Siparuna	Siparunaceae
Cacajao_melanocephalus	Macrolobium_acaciifolium	Macrolobium	Fabaceae
Cacajao_melanocephalus	Eschweilera_tenuifolia	Eschweilera	Lecythidaceae
Cacajao_melanocephalus	Pachira_macrocalyx	Pachira	Malvaceae
Cacajao_melanocephalus	Duroia_velutina	Duroia	Rubiaceae
Callicebus_coimbrai	Xylopia_aromatica	Xylopia	Annonaceae
Callicebus_coimbrai	Schefflera_morototoni	Schefflera	Araliaceae
Callicebus_coimbrai	Dalechampia_coriacea	Dalechampia	Euphorbiaceae
Callicebus_coimbrai	Miconia_prasina	Miconia	Melastomataceae
Callicebus_coimbrai	Psychotria_hoffmannseggiana	Psychotria	Rubiaceae
Callicebus_coimbrai	Psychotria_mapourioides	Psychotria	Rubiaceae
Callicebus_coimbrai	Cecropia_pachystachya	Cecropia	Urticaceae
Callicebus_melanochir	Henriettea_succosa	Henriettea	Melastomataceae
Callicebus_melanochir	Miconia_hypoleuca	Miconia	Melastomataceae
Callicebus_melanochir	Miconia_lurida	Miconia	Melastomataceae
Callicebus_nigrifrons	Aegiphila_integrifolia	Aegiphila	Lamiaceae
Callicebus_nigrifrons	Miconia_cinnamomifolia	Miconia	Melastomataceae
Callicebus_nigrifrons	Miconia_sellowiana	Miconia	Melastomataceae
Callicebus_nigrifrons	Ficus_luschthia	Ficus	Moraceae
Callicebus_nigrifrons	Psidium_guajava	Psidium	Myrtaceae
Callicebus_nigrifrons	Myrsine_coriacea	Myrsine	Primulaceae
Callicebus_nigrifrons	Amaioua_guianensis	Amaioua	Rubiaceae
Callicebus_nigrifrons	Solanum_mauritianum	Solanum	Solanaceae
Callithrix_aurita	Epiphyllum_phyllanthus	Epiphyllum	Cactaceae
Callithrix_aurita	Miconia_fasciculata	Miconia	Melastomataceae
Callithrix_aurita	Ficus_enormis	Ficus	Moraceae
Callithrix_aurita	Maclura_tinctoria	Maclura	Moraceae
Callithrix_flaviceps	Anthurium_scandens	Anthurium	Araceae
Callithrix_flaviceps	Miconia_dodecandra	Miconia	Melastomataceae
Callithrix_flaviceps	Siparuna_guianensis	Siparuna	Siparunaceae
Callithrix_geoffroyi	Schinus_terebinthifolius	Schinus	Anacardiaceae
Callithrix_geoffroyi	Henriettea_succosa	Henriettea	Melastomataceae
Callithrix_geoffroyi	Miconia_dodecandra	Miconia	Melastomataceae
Callithrix_geoffroyi	Morus_nigra	Morus	Moraceae
Callithrix_geoffroyi	Muntingia_calabura	Muntingia	Muntingiaceae
Callithrix_geoffroyi	Psidium_guajava	Psidium	Myrtaceae
Callithrix_jacchus	Psidium_guajava	Psidium	Myrtaceae
Callithrix_jacchus	Cecropia_pachystachya	Cecropia	Urticaceae
Callithrix_penicillata	Morus_nigra	Morus	Moraceae
Callithrix_penicillata	Psidium_cattleianum	Psidium	Myrtaceae
Callithrix_penicillata	Psidium_guajava	Psidium	Myrtaceae
Callithrix_penicillata	Cecropia_glaziovii	Cecropia	Urticaceae
Cebus_capucinus	Anacardium_excelsum	Anacardium	Anacardiaceae
Cebus_capucinus	Annona_reticulata	Annona	Annonaceae
Cebus_capucinus	Desmopsis_panamensis	Desmopsis	Annonaceae
Cebus_capucinus	Duguetia_lanceolata	Duguetia	Annonaceae
Cebus_capucinus	Xylopia_macrantha	Xylopia	Annonaceae
Cebus_capucinus	Lacmellea_panamensis	Lacmellea	Apocynaceae
Cebus_capucinus	Malouetia_tamaquarina	Malouetia	Apocynaceae
Cebus_capucinus	Anthurium_brownii	Anthurium	Araceae
Cebus_capucinus	Anthurium_durandii	Anthurium	Araceae
Cebus_capucinus	Aralia_excelsa	Aralia	Araliaceae
Cebus_capucinus	Astrocaryum_standleyanum	Astrocaryum	Arecaceae
Cebus_capucinus	Attalea_butyracea	Attalea	Arecaceae
Cebus_capucinus	Chamaedorea_tepejilote	Chamaedorea	Arecaceae
Cebus_capucinus	Oenocarpus_mapora	Oenocarpus	Arecaceae
Cebus_capucinus	Socratea_exorrhiza	Socratea	Arecaceae
Cebus_capucinus	Cordia_alba	Cordia	Boraginaceae
Cebus_capucinus	Cordia_bicolor	Cordia	Boraginaceae
Cebus_capucinus	Cordia_lasiocalyx	Cordia	Boraginaceae
Cebus_capucinus	Bromelia_pinguin	Bromelia	Bromeliaceae
Cebus_capucinus	Bursera_simaruba	Bursera	Burseraceae
Cebus_capucinus	Protium_tenuifolium	Protium	Burseraceae
Cebus_capucinus	Tetragastris_panamensis	Tetragastris	Burseraceae
Cebus_capucinus	Capparidastrum_frondosum	Capparidastrum	Capparaceae
Cebus_capucinus	Capparis_baducca	Capparis	Capparaceae
Cebus_capucinus	Capparis_indica	Capparis	Capparaceae
Cebus_capucinus	Hirtella_racemosa	Hirtella	Chrysobalanaceae
Cebus_capucinus	Hirtella_triandra	Hirtella	Chrysobalanaceae
Cebus_capucinus	Licania_hypoleuca	Licania	Chrysobalanaceae
Cebus_capucinus	Clusia_flavida	Clusia	Clusiaceae
Cebus_capucinus	Clusia_odorata	Clusia	Clusiaceae
Cebus_capucinus	Garcinia_buchneri	Garcinia	Clusiaceae
Cebus_capucinus	Garcinia_intermedia	Garcinia	Clusiaceae
Cebus_capucinus	Garcinia_madruno	Garcinia	Clusiaceae
Cebus_capucinus	Maripa_panamensis	Maripa	Convolvulaceae
Cebus_capucinus	Cayaponia_granatensis	Cayaponia	Cucurbitaceae
Cebus_capucinus	Diospyros_acapulcensis	Diospyros	Ebenaceae
Cebus_capucinus	Sloanea_terniflora	Sloanea	Elaeocarpaceae
Cebus_capucinus	Mabea_occidentalis	Mabea	Euphorbiaceae
Cebus_capucinus	Dioclea_wilsonii	Dioclea	Fabaceae
Cebus_capucinus	Inga_cocleensis	Inga	Fabaceae
Cebus_capucinus	Inga_goldmanii	Inga	Fabaceae
Cebus_capucinus	Inga_mucuna	Inga	Fabaceae
Cebus_capucinus	Inga_sapindoides	Inga	Fabaceae
Cebus_capucinus	Pithecellobium_oblongum	Pithecellobium	Fabaceae
Cebus_capucinus	Pterocarpus_rohrii	Pterocarpus	Fabaceae
Cebus_capucinus	Swartzia_cubensis	Swartzia	Fabaceae
Cebus_capucinus	Vachellia_collinsii	Vachellia	Fabaceae
Cebus_capucinus	Beilschmiedia_pendula	Beilschmiedia	Lauraceae
Cebus_capucinus	Ocotea_whitei	Ocotea	Lauraceae
Cebus_capucinus	Gustavia_superba	Gustavia	Lecythidaceae
Cebus_capucinus	Apeiba_membranacea	Apeiba	Malvaceae
Cebus_capucinus	Apeiba_tibourbou	Apeiba	Malvaceae
Cebus_capucinus	Guazuma_ulmifolia	Guazuma	Malvaceae
Cebus_capucinus	Herrania_purpurea	Herrania	Malvaceae
Cebus_capucinus	Luehea_seemannii	Luehea	Malvaceae
Cebus_capucinus	Malvaviscus_arboreus	Malvaviscus	Malvaceae
Cebus_capucinus	Quararibea_asterolepis	Quararibea	Malvaceae
Cebus_capucinus	Sterculia_apetala	Sterculia	Malvaceae
Cebus_capucinus	Souroubea_sympetala	Souroubea	Marcgraviaceae
Cebus_capucinus	Miconia_affinis	Miconia	Melastomataceae
Cebus_capucinus	Miconia_argentea	Miconia	Melastomataceae
Cebus_capucinus	Miconia_hondurensis	Miconia	Melastomataceae
Cebus_capucinus	Mouriri_myrtilloides	Mouriri	Melastomataceae
Cebus_capucinus	Topobea_parasitica	Topobea	Melastomataceae
Cebus_capucinus	Guarea_guidonia	Guarea	Meliaceae
Cebus_capucinus	Trichilia_americana	Trichilia	Meliaceae
Cebus_capucinus	Trichilia_martiana	Trichilia	Meliaceae
Cebus_capucinus	Trichilia_tuberculata	Trichilia	Meliaceae
Cebus_capucinus	Abuta_panamensis	Abuta	Menispermaceae
Cebus_capucinus	Abuta_racemosa	Abuta	Menispermaceae
Cebus_capucinus	Hyperbaena_tonduzii	Hyperbaena	Menispermaceae
Cebus_capucinus	Brosimum_alicastrum	Brosimum	Moraceae
Cebus_capucinus	Ficus_benjamina	Ficus	Moraceae
Cebus_capucinus	Ficus_costaricana	Ficus	Moraceae
Cebus_capucinus	Ficus_cotinifolia	Ficus	Moraceae
Cebus_capucinus	Ficus_obtusifolia	Ficus	Moraceae
Cebus_capucinus	Ficus_paraensis	Ficus	Moraceae
Cebus_capucinus	Ficus_yoponensis	Ficus	Moraceae
Cebus_capucinus	Maclura_tinctoria	Maclura	Moraceae
Cebus_capucinus	Maquira_guianensis	Maquira	Moraceae
Cebus_capucinus	Poulsenia_armata	Poulsenia	Moraceae
Cebus_capucinus	Sorocea_affinis	Sorocea	Moraceae
Cebus_capucinus	Trophis_racemosa	Trophis	Moraceae
Cebus_capucinus	Muntingia_calabura	Muntingia	Muntingiaceae
Cebus_capucinus	Virola_surinamensis	Virola	Myristicaceae
Cebus_capucinus	Eugenia_galalonensis	Eugenia	Myrtaceae
Cebus_capucinus	Eugenia_nesiotica	Eugenia	Myrtaceae
Cebus_capucinus	Eugenia_oerstediana	Eugenia	Myrtaceae
Cebus_capucinus	Psidium_friedrichsthalianum	Psidium	Myrtaceae
Cebus_capucinus	Ouratea_lucens	Ouratea	Ochnaceae
Cebus_capucinus	Heisteria_concinna	Heisteria	Olacaceae
Cebus_capucinus	Passiflora_platyloba	Passiflora	Passifloraceae
Cebus_capucinus	Passiflora_seemannii	Passiflora	Passifloraceae
Cebus_capucinus	Picramnia_latifolia	Picramnia	Picramniaceae
Cebus_capucinus	Piper_tuberculatum	Piper	Piperaceae
Cebus_capucinus	Ardisia_revoluta	Ardisia	Primulaceae
Cebus_capucinus	Karwinskia_calderonii	Karwinskia	Rhamnaceae
Cebus_capucinus	Alibertia_edulis	Alibertia	Rubiaceae
Cebus_capucinus	Alseis_blackiana	Alseis	Rubiaceae
Cebus_capucinus	Faramea_occidentalis	Faramea	Rubiaceae
Cebus_capucinus	Genipa_americana	Genipa	Rubiaceae
Cebus_capucinus	Psychotria_horizontalis	Psychotria	Rubiaceae
Cebus_capucinus	Randia_armata	Randia	Rubiaceae
Cebus_capucinus	Randia_thurberi	Randia	Rubiaceae
Cebus_capucinus	Casearia_arguta	Casearia	Salicaceae
Cebus_capucinus	Casearia_tremula	Casearia	Salicaceae
Cebus_capucinus	Hasseltia_floribunda	Hasseltia	Salicaceae
Cebus_capucinus	Laetia_procera	Laetia	Salicaceae
Cebus_capucinus	Laetia_thamnia	Laetia	Salicaceae
Cebus_capucinus	Zuelania_guidonia	Zuelania	Salicaceae
Cebus_capucinus	Phoradendron_dipterum	Phoradendron	Santalaceae
Cebus_capucinus	Phoradendron_piperoides	Phoradendron	Santalaceae
Cebus_capucinus	Allophylus_racemosus	Allophylus	Sapindaceae
Cebus_capucinus	Cupania_guatemalensis	Cupania	Sapindaceae
Cebus_capucinus	Cupania_seemannii	Cupania	Sapindaceae
Cebus_capucinus	Paullinia_bracteosa	Paullinia	Sapindaceae
Cebus_capucinus	Paullinia_pinnata	Paullinia	Sapindaceae
Cebus_capucinus	Chrysophyllum_cainito	Chrysophyllum	Sapotaceae
Cebus_capucinus	Manilkara_chicle	Manilkara	Sapotaceae
Cebus_capucinus	Pouteria_fossicola	Pouteria	Sapotaceae
Cebus_capucinus	Pouteria_sapota	Pouteria	Sapotaceae
Cebus_capucinus	Simarouba_amara	Simarouba	Simaroubaceae
Cebus_capucinus	Siparuna_pauciflora	Siparuna	Siparunaceae
Cebus_capucinus	Markea_ulei	Markea	Solanaceae
Cebus_capucinus	Solanum_hayesii	Solanum	Solanaceae
Cebus_capucinus	Jacqinia_spinosa	Jacqinia	Theophrastaceae
Cebus_capucinus	Cecropia_insignis	Cecropia	Urticaceae
Cebus_capucinus	Cecropia_obtusifolia	Cecropia	Urticaceae
Cebus_capucinus	Cecropia_peltata	Cecropia	Urticaceae
Cebus_capucinus	Pourouma_bicolor	Pourouma	Urticaceae
Cebus_capucinus	Cissus_alata	Cissus	Vitaceae
Cebus_capucinus	Ximenia_americana	Ximenia	Ximeniaceae
Chiropotes_chiropotes	Caryocar_villosum	Caryocar	Caryocaraceae
Chiropotes_chiropotes	Couepia_longipendula	Couepia	Chrysobalanaceae
Chiropotes_chiropotes	Clusia_insignis	Clusia	Clusiaceae
Chiropotes_chiropotes	Croton_matourensis	Croton	Euphorbiaceae
Chiropotes_chiropotes	Hymenaea_parvifolia	Hymenaea	Fabaceae
Chiropotes_chiropotes	Inga_rubiginosa	Inga	Fabaceae
Chiropotes_chiropotes	Lonchocarpus_negrensis	Lonchocarpus	Fabaceae
Chiropotes_chiropotes	Eschweilera_cyathiformis	Eschweilera	Lecythidaceae
Chiropotes_chiropotes	Eschweilera_truncata	Eschweilera	Lecythidaceae
Chiropotes_chiropotes	Strychnos_cogens	Strychnos	Loganiaceae
Chiropotes_chiropotes	Catostemma_albuquerquei	Catostemma	Malvaceae
Chiropotes_chiropotes	Osteophloeum_platyspermum	Osteophloeum	Myristicaceae
Chiropotes_chiropotes	Moutabea_guianensis	Moutabea	Polygalaceae
Chiropotes_chiropotes	Chrysophyllum_sanguinolentum	Chrysophyllum	Sapotaceae
Chiropotes_chiropotes	Manilkara_bidentata	Manilkara	Sapotaceae
Chiropotes_chiropotes	Pouteria_anomala	Pouteria	Sapotaceae
Chiropotes_chiropotes	Pouteria_erythrochrysa	Pouteria	Sapotaceae
Chiropotes_chiropotes	Pouteria_filipes	Pouteria	Sapotaceae
Chiropotes_chiropotes	Pouteria_freitasii	Pouteria	Sapotaceae
Chiropotes_chiropotes	Pouteria_guianensis	Pouteria	Sapotaceae
Chiropotes_chiropotes	Pouteria_hispida	Pouteria	Sapotaceae
Chiropotes_chiropotes	Sarcaulus_brasiliensis	Sarcaulus	Sapotaceae
Chiropotes_chiropotes	Duckeodendron_cestroides	Duckeodendron	Solanaceae
Chiropotes_chiropotes	Pourouma_tomentosa	Pourouma	Urticaceae
Lagothrix_cana	Manilkara_bidentata	Manilkara	Sapotaceae
Lagothrix_lagotricha	Mendoncia_odorata	Mendoncia	Acanthaceae
Lagothrix_lagotricha	Spondias_mombin	Spondias	Anacardiaceae
Lagothrix_lagotricha	Spondias_venulosa	Spondias	Anacardiaceae
Lagothrix_lagotricha	Tapirira_guianensis	Tapirira	Anacardiaceae
Lagothrix_lagotricha	Duguetia_spixiana	Duguetia	Annonaceae
Lagothrix_lagotricha	Duguetia_uniflora	Duguetia	Annonaceae
Lagothrix_lagotricha	Guatteria_punctata	Guatteria	Annonaceae
Lagothrix_lagotricha	Oxandra_mediocris	Oxandra	Annonaceae
Lagothrix_lagotricha	Rollinia_mucosa	Rollinia	Annonaceae
Lagothrix_lagotricha	Ruizodendron_ovale	Ruizodendron	Annonaceae
Lagothrix_lagotricha	Couma_macrocarpa	Couma	Apocynaceae
Lagothrix_lagotricha	Pacouria_guianensis	Pacouria	Apocynaceae
Lagothrix_lagotricha	Heteropsis_flexuosa	Heteropsis	Araceae
Lagothrix_lagotricha	Monstera_adansonii	Monstera	Araceae
Lagothrix_lagotricha	Dendropanax_caucanus	Dendropanax	Araliaceae
Lagothrix_lagotricha	Astrocaryum_chambira	Astrocaryum	Arecaceae
Lagothrix_lagotricha	Euterpe_precatoria	Euterpe	Arecaceae
Lagothrix_lagotricha	Iriartea_deltoidea	Iriartea	Arecaceae
Lagothrix_lagotricha	Oenocarpus_bataua	Oenocarpus	Arecaceae
Lagothrix_lagotricha	Cordia_bicolor	Cordia	Boraginaceae
Lagothrix_lagotricha	Bursera_inversa	Bursera	Burseraceae
Lagothrix_lagotricha	Crepidospermum_rhoifolium	Crepidospermum	Burseraceae
Lagothrix_lagotricha	Protium_crenatum	Protium	Burseraceae
Lagothrix_lagotricha	Protium_glabrescens	Protium	Burseraceae
Lagothrix_lagotricha	Protium_polybotryum	Protium	Burseraceae
Lagothrix_lagotricha	Protium_sagotianum	Protium	Burseraceae
Lagothrix_lagotricha	Protium_tenuifolium	Protium	Burseraceae
Lagothrix_lagotricha	Tetragastris_altissima	Tetragastris	Burseraceae
Lagothrix_lagotricha	Pereskia_aculeata	Pereskia	Cactaceae
Lagothrix_lagotricha	Celtis_schippii	Celtis	Cannabaceae
Lagothrix_lagotricha	Jacaratia_digitata	Jacaratia	Caricaceae
Lagothrix_lagotricha	Amphizoma_coriacea	Amphizoma	Celastraceae
Lagothrix_lagotricha	Maytenus_macrocarpa	Maytenus	Celastraceae
Lagothrix_lagotricha	Peritassa_laevigata	Peritassa	Celastraceae
Lagothrix_lagotricha	Salacia_cordata	Salacia	Celastraceae
Lagothrix_lagotricha	Clusia_hoffmannseggiana	Clusia	Clusiaceae
Lagothrix_lagotricha	Garcinia_benthamiana	Garcinia	Clusiaceae
Lagothrix_lagotricha	Garcinia_macrophylla	Garcinia	Clusiaceae
Lagothrix_lagotricha	Garcinia_madruno	Garcinia	Clusiaceae
Lagothrix_lagotricha	Buchenavia_congesta	Buchenavia	Combretaceae
Lagothrix_lagotricha	Buchenavia_fanshawei	Buchenavia	Combretaceae
Lagothrix_lagotricha	Buchenavia_grandis	Buchenavia	Combretaceae
Lagothrix_lagotricha	Buchenavia_macrophylla	Buchenavia	Combretaceae
Lagothrix_lagotricha	Buchenavia_viridiflora	Buchenavia	Combretaceae
Lagothrix_lagotricha	Dicranostyles_densa	Dicranostyles	Convolvulaceae
Lagothrix_lagotricha	Dicranostyles_laxa	Dicranostyles	Convolvulaceae
Lagothrix_lagotricha	Lysiostyles_scandens	Lysiostyles	Convolvulaceae
Lagothrix_lagotricha	Maripa_peruviana	Maripa	Convolvulaceae
Lagothrix_lagotricha	Cayaponia_ophthalmica	Cayaponia	Cucurbitaceae
Lagothrix_lagotricha	Bocoa_prouacensis	Bocoa	Fabaceae
Lagothrix_lagotricha	Hymenaea_oblongifolia	Hymenaea	Fabaceae
Lagothrix_lagotricha	Inga_acreana	Inga	Fabaceae
Lagothrix_lagotricha	Inga_acrocephala	Inga	Fabaceae
Lagothrix_lagotricha	Inga_alba	Inga	Fabaceae
Lagothrix_lagotricha	Inga_bonplandiana	Inga	Fabaceae
Lagothrix_lagotricha	Inga_cinnamomea	Inga	Fabaceae
Lagothrix_lagotricha	Inga_cylindrica	Inga	Fabaceae
Lagothrix_lagotricha	Inga_dysantha	Inga	Fabaceae
Lagothrix_lagotricha	Inga_edulis	Inga	Fabaceae
Lagothrix_lagotricha	Inga_ingoides	Inga	Fabaceae
Lagothrix_lagotricha	Inga_macrophylla	Inga	Fabaceae
Lagothrix_lagotricha	Inga_marginata	Inga	Fabaceae
Lagothrix_lagotricha	Inga_pezizifera	Inga	Fabaceae
Lagothrix_lagotricha	Inga_splendens	Inga	Fabaceae
Lagothrix_lagotricha	Inga_stenoptera	Inga	Fabaceae
Lagothrix_lagotricha	Inga_thibaudiana	Inga	Fabaceae
Lagothrix_lagotricha	Goupia_glabra	Goupia	Goupiaceae
Lagothrix_lagotricha	Aegiphila_racemosa	Aegiphila	Lamiaceae
Lagothrix_lagotricha	Endlicheria_sericea	Endlicheria	Lauraceae
Lagothrix_lagotricha	Ocotea_cernua	Ocotea	Lauraceae
Lagothrix_lagotricha	Ocotea_oblonga	Ocotea	Lauraceae
Lagothrix_lagotricha	Ocotea_tomentosa	Ocotea	Lauraceae
